Word,IPA,Syllables,Min_Freq_Count,Max_Freq_Count,Mean_Freq_Count,Bigrams,Bigram Occurrence Counts,Zipf,FREQcount,Lg10WF
europese,ˌøːroːpˈeːsə,øː - roː - peː - sə,2754.0,63448.0,30490.75,"['eu', 'ur', 'ro', 'op', 'pe', 'es', 'se']","[135956.0, 346154.0, 1417238.0, 976321.0, 1062538.0, 1784615.0, 763112.0]",3.8088206669137925,283.0,2.45178643552429
regels,rˈeːɣəls,reː - ɣəls,8017.0,270957.0,139487.0,"['re', 'eg', 'ge', 'el', 'ls']","[1607974.0, 1125580.0, 3692145.0, 4671207.0, 114609.0]",4.919457791862567,3663.0,3.5638369186645447
wanneer,ʋɑnˈɪr,ʋɑ - nɪr,709.0,4619.0,2664.0,"['wa', 'an', 'nn', 'ne', 'ee', 'er']","[409327.0, 4143386.0, 746302.0, 1475977.0, 944702.0, 6799370.0]",5.657941490936612,20064.0,4.302417519150622
lakse,lˈɑksə,lɑk - sə,1930.0,23463.0,12696.5,"['la', 'ak', 'ks', 'se']","[2444604.0, 762048.0, 117147.0, 763112.0]",2.1336535772503984,5.0,0.6989700043360189
eens,ˈeːns,eːns,17.0,17.0,17.0,"['ee', 'en', 'ns']","[944702.0, 8542439.0, 612425.0]",6.139955569256932,60876.0,4.784446108365029
manier,maːnˈir,maː - nir,189.0,167764.0,83976.5,"['ma', 'an', 'ni', 'ie', 'er']","[957657.0, 4143386.0, 638298.0, 2076673.0, 6799370.0]",5.406924992955789,11256.0,4.051384084426689
geliefd,ɣəlˈift,ɣə - lift,5199.0,805074.0,405136.5,"['ge', 'el', 'li', 'ie', 'ef', 'fd']","[3692145.0, 4671207.0, 3369152.0, 2076673.0, 169410.0, 81902.0]",3.856561589084506,316.0,2.499687082618404
troepen,trˈupən,tru - pən,2403.0,179724.0,91063.5,"['tr', 'ro', 'oe', 'ep', 'pe', 'en']","[1199332.0, 1417238.0, 837795.0, 189025.0, 1062538.0, 8542439.0]",4.400042087259165,1107.0,3.044147620878723
gebied,ɣəbˈit,ɣə - bit,6250.0,805074.0,405662.0,"['ge', 'eb', 'bi', 'ie', 'ed']","[3692145.0, 154238.0, 743491.0, 2076673.0, 636500.0]",4.76204250730071,2549.0,3.4063698354692673
uitgebreid,ˈœytɣəbrˌɛɪt,œyt - ɣə - brɛɪt,335.0,805074.0,347065.6666666667,"['ui', 'it', 'tg', 'ge', 'eb', 'br', 're', 'ei', 'id']","[687028.0, 333345.0, 33865.0, 3692145.0, 154238.0, 191839.0, 1607974.0, 2483878.0, 469631.0]",3.732079283923267,237.0,2.374748346010104
zeventig,zˈeːvəntəx,zeː - vən - təx,2341.0,278838.0,97235.0,"['ze', 'ev', 've', 'en', 'nt', 'ti', 'ig']","[1671440.0, 317289.0, 1767776.0, 8542439.0, 1477178.0, 1353437.0, 960409.0]",3.554159413821177,157.0,2.1958996524092336
boeiende,bˈujəndə,bu - jən - də,1225.0,208410.0,70342.66666666667,"['bo', 'oe', 'ei', 'ie', 'en', 'nd', 'de']","[1606593.0, 837795.0, 2483878.0, 2076673.0, 8542439.0, 2576478.0, 2559661.0]",3.333225932155602,94.0,1.9731278535996986
programma,proːɣrˈɑmaː,proː - ɣrɑ - maː,2394.0,167764.0,58971.66666666666,"['pr', 'ro', 'og', 'gr', 'ra', 'am', 'mm', 'ma']","[242781.0, 1417238.0, 285914.0, 789301.0, 2220035.0, 930317.0, 407998.0, 957657.0]",4.57587195931815,1660.0,3.220108088040055
miljoenen,mˈɪljunən,mɪl - ju - nən,177.0,257062.0,87339.33333333333,"['mi', 'il', 'lj', 'jo', 'oe', 'en', 'ne', 'en']","[342154.0, 2591190.0, 3707.0, 866375.0, 837795.0, 8542439.0, 1475977.0, 8542439.0]",4.479027307809487,1328.0,3.1231980750319988
luisteraars,lˈœystərˌaːrs,lœy - stə - raːrs,571.0,247036.0,103166.0,"['lu', 'ui', 'is', 'st', 'te', 'er', 'ra', 'aa', 'ar', 'rs']","[273011.0, 687028.0, 3439538.0, 2307098.0, 3522714.0, 6799370.0, 2220035.0, 2730922.0, 1754491.0, 834594.0]",3.1478940163650084,61.0,1.7853298350107671
duizenden,dˈœyzəndən,dœy - zən - dən,3229.0,64717.0,25029.666666666668,"['du', 'ui', 'iz', 'ze', 'en', 'nd', 'de', 'en']","[161799.0, 687028.0, 102177.0, 1671440.0, 8542439.0, 2576478.0, 2559661.0, 8542439.0]",4.524882822178704,1476.0,3.1690863574870227
wereld,ʋˈɪːrəlt,ʋɪː - rəlt,3661.0,20153.0,11907.0,"['we', 'er', 're', 'el', 'ld']","[1965886.0, 6799370.0, 1607974.0, 4671207.0, 840998.0]",5.5918128092990855,17230.0,4.236285277448029
komen,kˈoːmən,koː - mən,64130.0,213456.0,138793.0,"['ko', 'om', 'me', 'en']","[466342.0, 2473734.0, 1659354.0, 8542439.0]",6.054663378747433,50021.0,4.6991523697243665
popconcert,pˈɔpkɔnsˌɛrt,pɔp - kɔn - sɛrt,48.0,75959.0,26014.0,"['po', 'op', 'pc', 'co', 'on', 'nc', 'ce', 'er', 'rt']","[490468.0, 976321.0, 610.0, 488809.0, 2451854.0, 74991.0, 173200.0, 6799370.0, 1154116.0]",2.0544723312027733,4.0,0.6020599913279624
bericht,bərˈɪxt,bə - rɪxt,5050.0,21023.0,13036.5,"['be', 'er', 'ri', 'ic', 'ch', 'ht']","[2443609.0, 6799370.0, 1787712.0, 911860.0, 1999086.0, 373636.0]",4.7729740200700475,2614.0,3.4173055832445254
eeuwige,ˈeʊəɣə,eʊ - ə - ɣə,8235.0,2281166.0,1031491.6666666666,"['ee', 'eu', 'uw', 'wi', 'ig', 'ge']","[944702.0, 135956.0, 98896.0, 658045.0, 960409.0, 3692145.0]",4.259676695150918,801.0,2.9036325160842376
jeruzalem,jˈɪːryzˌaːləm,jɪː - ry - zaː - ləm,619.0,33307.0,12294.0,"['je', 'er', 'ru', 'uz', 'za', 'al', 'le', 'em']","[913788.0, 6799370.0, 1082518.0, 46738.0, 308657.0, 2558689.0, 4397946.0, 924741.0]",3.8753303206424734,330.0,2.5185139398778875
trouwe,trˈʌʊə,trʌʊ - ə,22229.0,2281166.0,1151697.5,"['tr', 'ro', 'ou', 'uw', 'we']","[1199332.0, 1417238.0, 846499.0, 98896.0, 1965886.0]",3.9586466994869367,400.0,2.6020599913279625
dienaren,dˈinaːrən,di - naː - rən,6659.0,441857.0,191100.3333333333,"['di', 'ie', 'en', 'na', 'ar', 're', 'en']","[1050254.0, 2076673.0, 8542439.0, 523332.0, 1754491.0, 1607974.0, 8542439.0]",3.2419930520392364,76.0,1.8808135922807914
toe,tˈu,tu,11027.0,11027.0,11027.0,"['to', 'oe']","[2236591.0, 837795.0]",5.760028166640501,25381.0,4.404508729103299
eisende,ˈɛɪzəndə,ɛɪ - zən - də,4481.0,208410.0,92536.0,"['ei', 'is', 'se', 'en', 'nd', 'de']","[2483878.0, 3439538.0, 763112.0, 8542439.0, 2576478.0, 2559661.0]",2.3968950120249795,10.0,1.0
malafide,mˈaːlaːfˌidə,maː - laː - fi - də,25131.0,208410.0,108579.25,"['ma', 'al', 'la', 'af', 'fi', 'id', 'de']","[957657.0, 2558689.0, 2444604.0, 472535.0, 301366.0, 469631.0, 2559661.0]",2.2006003668810115,6.0,0.7781512503836436
makelaar,maːkˈɛlaːr,maː - kɛ - laːr,4916.0,167764.0,59518.333333333336,"['ma', 'ak', 'ke', 'el', 'la', 'aa', 'ar']","[957657.0, 762048.0, 3143026.0, 4671207.0, 2444604.0, 2730922.0, 1754491.0]",3.703807189914915,222.0,2.346352974450639
lees,lˈeːs,leːs,169.0,169.0,169.0,"['le', 'ee', 'es']","[4397946.0, 944702.0, 1784615.0]",4.782826113224002,2674.0,3.4271614029259654
boeken,bˈukən,bu - kən,1393.0,374698.0,188045.5,"['bo', 'oe', 'ek', 'ke', 'en']","[1606593.0, 837795.0, 762098.0, 3143026.0, 8542439.0]",4.821925049300546,2926.0,3.466274321789292
tijd,tˈɛɪt,tɛɪt,105560.0,105560.0,105560.0,"['ti', 'ij', 'jd']","[1353437.0, 1639122.0, 163477.0]",5.949784355678561,39289.0,4.59427097510835
bekentenis,bəkˈɛntənˌɪs,bə - kɛn - tə - nɪs,20967.0,995799.0,274177.25,"['be', 'ek', 'ke', 'en', 'nt', 'te', 'en', 'ni', 'is']","[2443609.0, 762098.0, 3143026.0, 8542439.0, 1477178.0, 3522714.0, 8542439.0, 638298.0, 3439538.0]",4.043031288081389,486.0,2.6866362692622934
moord,mˈɔːrt,mɔːrt,9.0,9.0,9.0,"['mo', 'oo', 'or', 'rd']","[1055897.0, 3901750.0, 2597583.0, 823655.0]",5.1485939270433345,6209.0,3.793021659845983
dreef,drˈeːf,dreːf,128.0,128.0,128.0,"['dr', 're', 'ee', 'ef']","[486140.0, 1607974.0, 944702.0, 169410.0]",3.7948350206970174,274.0,2.437750562820388
machtige,mˈɑxtəɣə,mɑx - tə - ɣə,4030.0,995799.0,601634.3333333334,"['ma', 'ac', 'ch', 'ht', 'ti', 'ig', 'ge']","[957657.0, 404620.0, 1999086.0, 373636.0, 1353437.0, 960409.0, 3692145.0]",4.137974951033041,605.0,2.781755374652469
personeel,pˌɛrsoːnˈeːl,pɛr - soː - neːl,6082.0,36585.0,22865.0,"['pe', 'er', 'rs', 'so', 'on', 'ne', 'ee', 'el']","[1062538.0, 6799370.0, 834594.0, 369446.0, 2451854.0, 1475977.0, 944702.0, 4671207.0]",4.3404794532822475,965.0,2.9845273133437926
overwinning,ˌoːvərʋˈɪnɪŋ,oː - vər - ʋɪ - nɪŋ,9057.0,61458.0,31884.75,"['ov', 've', 'er', 'rw', 'wi', 'in', 'nn', 'ni', 'in', 'ng']","[145547.0, 1767776.0, 6799370.0, 34493.0, 658045.0, 2264626.0, 746302.0, 638298.0, 2264626.0, 2927082.0]",4.359393493103665,1008.0,3.0034605321095067
hawaii,hˈaːʋɑjˌi,haː - ʋɑ - ji,936.0,188877.0,64810.66666666666,"['ha', 'aw', 'wa', 'ai', 'ii']","[1299761.0, 39687.0, 409327.0, 444826.0, 3797.0]",3.2419930520392364,76.0,1.8808135922807914
hopelijk,hˈoːpələk,hoː - pə - lək,2224.0,248372.0,99235.0,"['ho', 'op', 'pe', 'el', 'li', 'ij', 'jk']","[1237078.0, 976321.0, 1062538.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.804363172474195,2810.0,3.44870631990508
snel,snˈɛl,snɛl,22263.0,22263.0,22263.0,"['sn', 'ne', 'el']","[91698.0, 1475977.0, 4671207.0]",5.662441769025294,20273.0,4.3069180203772985
arbeidsethos,ˈɑrbɛɪdsˌɛtɔs,ɑr - bɛɪd - sɛ - tɔs,115.0,5221.0,2010.75,"['ar', 'rb', 'be', 'ei', 'id', 'ds', 'se', 'et', 'th', 'ho', 'os']","[1754491.0, 87286.0, 2443609.0, 2483878.0, 469631.0, 357110.0, 763112.0, 1684914.0, 446916.0, 1237078.0, 588208.0]",2.2006003668810115,6.0,0.7781512503836436
centraal,sɛntrˈaːl,sɛn - traːl,2.0,7596.0,3799.0,"['ce', 'en', 'nt', 'tr', 'ra', 'aa', 'al']","[173200.0, 8542439.0, 1477178.0, 1199332.0, 2220035.0, 2730922.0, 2558689.0]",3.42738433417288,117.0,2.0681858617461617
bolivia,bˈoːlivˌiaː,boː - li - vi - aː,40944.0,1385476.0,398732.0,"['bo', 'ol', 'li', 'iv', 'vi', 'ia']","[1606593.0, 2233880.0, 3369152.0, 94073.0, 226005.0, 112581.0]",3.103690353872955,55.0,1.7403626894942439
anders,ˈɑndərs,ɑn - dərs,57273.0,1517022.0,787147.5,"['an', 'nd', 'de', 'er', 'rs']","[4143386.0, 2576478.0, 2559661.0, 6799370.0, 834594.0]",5.884226250127748,33784.0,4.528711068416851
zuiden,zˈœydən,zœy - dən,5287.0,7143.0,6215.0,"['zu', 'ui', 'id', 'de', 'en']","[95553.0, 687028.0, 469631.0, 2559661.0, 8542439.0]",4.453799863361452,1253.0,3.09795107099415
paar,pˈaːr,paːr,114.0,114.0,114.0,"['pa', 'aa', 'ar']","[319786.0, 2730922.0, 1754491.0]",5.634233069613735,18998.0,4.278707883337975
alles,ˈɑləs,ɑ - ləs,77624.0,632746.0,355185.0,"['al', 'll', 'le', 'es']","[2558689.0, 2754440.0, 4397946.0, 1784615.0]",6.228875250166694,74708.0,4.873367110112927
bemachtigen,bəmˈɑxtəɣən,bə - mɑx - tə - ɣən,4030.0,995799.0,366412.75,"['be', 'em', 'ma', 'ac', 'ch', 'ht', 'ti', 'ig', 'ge', 'en']","[2443609.0, 924741.0, 957657.0, 404620.0, 1999086.0, 373636.0, 1353437.0, 960409.0, 3692145.0, 8542439.0]",3.5228196616149305,146.0,2.164352855784437
vandaar,vɑndˈaːr,vɑn - daːr,41161.0,137859.0,89510.0,"['va', 'an', 'nd', 'da', 'aa', 'ar']","[313419.0, 4143386.0, 2576478.0, 1096946.0, 2730922.0, 1754491.0]",4.217036737725793,726.0,2.8609366207000937
kippen,kˈɪpən,kɪ - pən,749.0,179724.0,90236.5,"['ki', 'ip', 'pp', 'pe', 'en']","[312362.0, 54132.0, 297911.0, 1062538.0, 8542439.0]",4.068992869960697,516.0,2.7126497016272113
pootjes,pˈoːtʲəs,poːtʲ - əs,249.0,23121.0,11685.0,"['po', 'oo', 'ot', 'tj', 'je', 'es']","[490468.0, 3901750.0, 1595020.0, 104770.0, 913788.0, 1784615.0]",3.495381413267991,137.0,2.1367205671564067
staande,stˈaːndə,staːn - də,11955.0,208410.0,110182.5,"['st', 'ta', 'aa', 'an', 'nd', 'de']","[2307098.0, 892070.0, 2730922.0, 4143386.0, 2576478.0, 2559661.0]",3.525764042261712,147.0,2.167317334748176
beruchte,bərˈɵxtə,bə - rɵx - tə,21023.0,995799.0,368688.3333333333,"['be', 'er', 'ru', 'uc', 'ch', 'ht', 'te']","[2443609.0, 6799370.0, 1082518.0, 94927.0, 1999086.0, 373636.0, 3522714.0]",3.6608536963133784,201.0,2.303196057420489
daders,dˈaːdərs,daː - dərs,15995.0,57273.0,36634.0,"['da', 'ad', 'de', 'er', 'rs']","[1096946.0, 474501.0, 2559661.0, 6799370.0, 834594.0]",3.8496569208851974,311.0,2.4927603890268375
meldden,mˈɛldən,mɛl - dən,5406.0,7143.0,6274.5,"['me', 'el', 'ld', 'dd', 'de', 'en']","[1659354.0, 4671207.0, 840998.0, 203262.0, 2559661.0, 8542439.0]",2.656532322530736,19.0,1.2787536009528289
tweede,tʋˈeːdə,tʋeː - də,8203.0,208410.0,108306.5,"['tw', 'we', 'ee', 'ed', 'de']","[57710.0, 1965886.0, 944702.0, 636500.0, 2559661.0]",5.109697715056593,5677.0,3.754118894225413
echter,ˈɛxtər,ɛx - tər,28640.0,338048.0,183344.0,"['ec', 'ch', 'ht', 'te', 'er']","[411920.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",4.255322829293851,793.0,2.8992731873176036
bijna,bˈɛɪnˌaː,bɛɪ - naː,3288.0,124785.0,64036.5,"['bi', 'ij', 'jn', 'na']","[743491.0, 1639122.0, 79695.0, 523332.0]",5.520093087056978,14607.0,4.164561029265557
mis,mˈɪs,mɪs,7017.0,7017.0,7017.0,"['mi', 'is']","[342154.0, 3439538.0]",5.338135321261604,9607.0,3.9825877907016625
nationaal,nˌaːʃoːnˈaːl,naː - ʃoː - naːl,2482.0,124785.0,45182.0,"['na', 'at', 'ti', 'io', 'on', 'na', 'aa', 'al']","[523332.0, 996808.0, 1353437.0, 757588.0, 2451854.0, 523332.0, 2730922.0, 2558689.0]",3.6342559278195834,189.0,2.2764618041732443
bureaucratie,byrˈoːkraːtsˌi,by - roː - kraːt - si,478.0,48208.0,21447.25,"['bu', 'ur', 're', 'ea', 'au', 'uc', 'cr', 'ra', 'at', 'ti', 'ie']","[200521.0, 346154.0, 1607974.0, 262246.0, 611780.0, 94927.0, 70853.0, 2220035.0, 996808.0, 1353437.0, 2076673.0]",3.1616823008506416,63.0,1.7993405494535817
japan,jˈaːpɑn,jaː - pɑn,1583.0,3110.0,2346.5,"['ja', 'ap', 'pa', 'an']","[1312625.0, 270616.0, 319786.0, 4143386.0]",4.116678140022486,576.0,2.760422483423212
geringe,ɣərˈɪŋə,ɣə - rɪŋ - ə,6929.0,2281166.0,1031056.3333333334,"['ge', 'er', 'ri', 'in', 'ng', 'ge']","[3692145.0, 6799370.0, 1787712.0, 2264626.0, 2927082.0, 3692145.0]",2.9237040509337495,36.0,1.5563025007672873
deflatie,dɛflˈaːtsi,dɛ - flaːt - si,88.0,48208.0,20688.0,"['de', 'ef', 'fl', 'la', 'at', 'ti', 'ie']","[2559661.0, 169410.0, 90623.0, 2444604.0, 996808.0, 1353437.0, 2076673.0]",1.832623581586417,2.0,0.3010299956639812
fout,fˈʌʊt,fʌʊt,87.0,87.0,87.0,"['fo', 'ou', 'ut']","[116642.0, 846499.0, 137082.0]",5.214520470755649,7227.0,3.8589580547180056
stortte,stˈɔrtə,stɔr - tə,4812.0,995799.0,500305.5,"['st', 'to', 'or', 'rt', 'tt', 'te']","[2307098.0, 2236591.0, 2597583.0, 1154116.0, 519286.0, 3522714.0]",3.751701673962491,248.0,2.3944516808262164
ploeg,plˈux,plux,800.0,800.0,800.0,"['pl', 'lo', 'oe', 'eg']","[97171.0, 1188135.0, 837795.0, 1125580.0]",3.988970782446341,429.0,2.632457292184724
zachte,zˈɑxtə,zɑx - tə,321.0,995799.0,498060.0,"['za', 'ac', 'ch', 'ht', 'te']","[308657.0, 404620.0, 1999086.0, 373636.0, 3522714.0]",4.0048371855788965,445.0,2.6483600109809315
plantjes,plˈɑntʲəs,plɑntʲ - əs,103.0,23121.0,11612.0,"['pl', 'la', 'an', 'nt', 'tj', 'je', 'es']","[97171.0, 2444604.0, 4143386.0, 1477178.0, 104770.0, 913788.0, 1784615.0]",2.846864020701027,30.0,1.4771212547196624
emmer,ˈɛmər,ɛ - mər,52348.0,713765.0,383056.5,"['em', 'mm', 'me', 'er']","[924741.0, 407998.0, 1659354.0, 6799370.0]",3.8253243428449175,294.0,2.4683473304121573
vol,vˈɔl,vɔl,5345.0,5345.0,5345.0,"['vo', 'ol']","[2123358.0, 2233880.0]",5.312726384709922,9061.0,3.957176130404846
aarde,ˈaːrdə,aːr - də,208410.0,1273103.0,740756.5,"['aa', 'ar', 'rd', 'de']","[2730922.0, 1754491.0, 823655.0, 2559661.0]",4.996678873479869,4376.0,3.641077313325374
kwam,kʋˈɑm,kʋɑm,20941.0,20941.0,20941.0,"['kw', 'wa', 'am']","[131960.0, 409327.0, 930317.0]",5.676499743660976,20940.0,4.3209766773428235
aanlopen,ˈaːnlˌoːpən,aːn - loː - pən,1756.0,179724.0,107770.66666666669,"['aa', 'an', 'nl', 'lo', 'op', 'pe', 'en']","[2730922.0, 4143386.0, 49228.0, 1188135.0, 976321.0, 1062538.0, 8542439.0]",2.957562318194717,39.0,1.591064607026499
diadeem,dˌiaːdˈeːm,di - aː - deːm,1.0,1385476.0,609111.3333333334,"['di', 'ia', 'ad', 'de', 'ee', 'em']","[1050254.0, 112581.0, 474501.0, 2559661.0, 944702.0, 924741.0]",2.753442335538792,24.0,1.380211241711606
bek,bˈɛk,bɛk,788.0,788.0,788.0,"['be', 'ek']","[2443609.0, 762098.0]",4.705168310963384,2236.0,3.3494717992143856
natasja,nˌaːtˈɑʃaː,naː - tɑ - ʃaː,9230.0,124785.0,50294.66666666666,"['na', 'at', 'ta', 'as', 'sj', 'ja']","[523332.0, 996808.0, 892070.0, 504791.0, 241012.0, 1312625.0]",2.4346835729143796,11.0,1.041392685158225
stopte,stˈɔptə,stɔp - tə,362.0,995799.0,498080.5,"['st', 'to', 'op', 'pt', 'te']","[2307098.0, 2236591.0, 976321.0, 51860.0, 3522714.0]",4.379987994565921,1057.0,3.024074987307426
zakdoek,zɑɡdˈuk,zɑɡ - duk,348.0,1677.0,1012.5,"['za', 'ak', 'kd', 'do', 'oe', 'ek']","[308657.0, 762048.0, 308.0, 394555.0, 837795.0, 762098.0]",3.689956078017685,215.0,2.3324384599156054
broek,brˈuk,bruk,39.0,39.0,39.0,"['br', 'ro', 'oe', 'ek']","[191839.0, 1417238.0, 837795.0, 762098.0]",4.824292588966365,2942.0,3.4686426683915115
ruches,rɵxˈɛs,rɵx - ɛs,2419.0,89243.0,45831.0,"['ru', 'uc', 'ch', 'he', 'es']","[1082518.0, 94927.0, 1999086.0, 822995.0, 1784615.0]",2.4346835729143796,11.0,1.041392685158225
overtreders,ˌoːvərtrˈeːdərs,oː - vər - treː - dərs,15839.0,61458.0,39394.5,"['ov', 've', 'er', 'rt', 'tr', 're', 'ed', 'de', 'er', 'rs']","[145547.0, 1767776.0, 6799370.0, 1154116.0, 1199332.0, 1607974.0, 636500.0, 2559661.0, 6799370.0, 834594.0]",2.9237040509337495,36.0,1.5563025007672873
wet,ʋˈɛt,ʋɛt,5869.0,5869.0,5869.0,"['we', 'et']","[1965886.0, 1684914.0]",4.901921593701946,3518.0,3.5462958351214424
rekenen,rˈeːkənən,reː - kə - nən,257062.0,671009.0,399676.0,"['re', 'ek', 'ke', 'en', 'ne', 'en']","[1607974.0, 762098.0, 3143026.0, 8542439.0, 1475977.0, 8542439.0]",4.509926299981402,1426.0,3.154119525515847
eerlijk,ˈɪːrlək,ɪːr - lək,1409.0,2224.0,1816.5,"['ee', 'er', 'rl', 'li', 'ij', 'jk']","[944702.0, 6799370.0, 344538.0, 3369152.0, 1639122.0, 518095.0]",5.232816070178993,7538.0,3.877256133113586
proces,proːsˈɛs,proː - sɛs,6757.0,9959.0,8358.0,"['pr', 'ro', 'oc', 'ce', 'es']","[242781.0, 1417238.0, 270017.0, 173200.0, 1784615.0]",4.565553176741892,1621.0,3.209783014848515
onpartijdige,ɔnpɑrtˈɛɪdəɣə,ɔn - pɑr - tɛɪ - də - ɣə,4160.0,805074.0,268546.2,"['on', 'np', 'pa', 'ar', 'rt', 'ti', 'ij', 'jd', 'di', 'ig', 'ge']","[2451854.0, 16967.0, 319786.0, 1754491.0, 1154116.0, 1353437.0, 1639122.0, 163477.0, 1050254.0, 960409.0, 3692145.0]",2.753442335538792,24.0,1.380211241711606
rechter,rˈɛxtər,rɛx - tər,9867.0,28640.0,19253.5,"['re', 'ec', 'ch', 'ht', 'te', 'er']","[1607974.0, 411920.0, 1999086.0, 373636.0, 3522714.0, 6799370.0]",4.797668412651475,2767.0,3.442009159140952
avondje,ˈaːvɔntjə,aː - vɔnt - jə,31887.0,1385476.0,520989.0,"['av', 'vo', 'on', 'nd', 'dj', 'je']","[125971.0, 2123358.0, 2451854.0, 2576478.0, 16143.0, 913788.0]",3.7134371738672085,227.0,2.3560258571931225
stappen,stˈɑpən,stɑ - pən,5510.0,179724.0,92617.0,"['st', 'ta', 'ap', 'pp', 'pe', 'en']","[2307098.0, 892070.0, 270616.0, 297911.0, 1062538.0, 8542439.0]",4.526057385387963,1480.0,3.1702617153949575
behoorlijke,bəhˈoːrləkə,bəh - oːr - lə - kə,863.0,855914.0,382450.25,"['be', 'eh', 'ho', 'oo', 'or', 'rl', 'li', 'ij', 'jk', 'ke']","[2443609.0, 134898.0, 1237078.0, 3901750.0, 2597583.0, 344538.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",3.5910307737743032,171.0,2.2329961103921536
kater,kˈaːtər,kaː - tər,28640.0,161906.0,95273.0,"['ka', 'at', 'te', 'er']","[424843.0, 996808.0, 3522714.0, 6799370.0]",3.860652305186661,319.0,2.503790683057181
alcohol,ˈɑlkoːhˌɔl,ɑl - koːh - ɔl,1606.0,129004.0,64618.333333333336,"['al', 'lc', 'co', 'oh', 'ho', 'ol']","[2558689.0, 12727.0, 488809.0, 21900.0, 1237078.0, 2233880.0]",4.281844773492409,843.0,2.9258275746247424
student,stydˈɛnt,sty - dɛnt,7896.0,16467.0,12181.5,"['st', 'tu', 'ud', 'de', 'en', 'nt']","[2307098.0, 118674.0, 671255.0, 2559661.0, 8542439.0, 1477178.0]",4.2311422638709235,750.0,2.8750612633917
rond,rˈɔnt,rɔnt,19106.0,19106.0,19106.0,"['ro', 'on', 'nd']","[1417238.0, 2451854.0, 2576478.0]",5.23350679713478,7550.0,3.8779469516291885
karige,kˈaːrəɣə,kaː - rə - ɣə,161906.0,805074.0,465245.3333333333,"['ka', 'ar', 'ri', 'ig', 'ge']","[424843.0, 1754491.0, 1787712.0, 960409.0, 3692145.0]",2.0544723312027733,4.0,0.6020599913279624
beurs,bˈøːrs,bøːrs,952.0,952.0,952.0,"['be', 'eu', 'ur', 'rs']","[2443609.0, 135956.0, 346154.0, 834594.0]",4.156219405149139,631.0,2.8000293592441343
vierhonderd,vˈirhɔndərt,virh - ɔn - dərt,124.0,320570.0,111670.33333333331,"['vi', 'ie', 'er', 'rh', 'ho', 'on', 'nd', 'de', 'er', 'rd']","[226005.0, 2076673.0, 6799370.0, 571432.0, 1237078.0, 2451854.0, 2576478.0, 2559661.0, 6799370.0, 823655.0]",3.3467284025592496,97.0,1.9867717342662448
gulden,ɣˈɵldən,ɣɵl - dən,231.0,7143.0,3687.0,"['gu', 'ul', 'ld', 'de', 'en']","[24620.0, 1284792.0, 840998.0, 2559661.0, 8542439.0]",3.2849212525810474,84.0,1.9242792860618816
uitvallen,ˈœytvˌɑlən,œyt - vɑ - lən,54599.0,285422.0,191936.3333333333,"['ui', 'it', 'tv', 'va', 'al', 'll', 'le', 'en']","[687028.0, 333345.0, 32599.0, 313419.0, 2558689.0, 2754440.0, 4397946.0, 8542439.0]",3.1684156835096102,64.0,1.806179973983887
elektriciteit,ˌeːlɛktrˌisitˈɛɪt,eː - lɛk - tri - si - tɛɪt,5893.0,1389684.0,311519.8,"['el', 'le', 'ek', 'kt', 'tr', 'ri', 'ic', 'ci', 'it', 'te', 'ei', 'it']","[4671207.0, 4397946.0, 762098.0, 179298.0, 1199332.0, 1787712.0, 911860.0, 1877307.0, 333345.0, 3522714.0, 2483878.0, 333345.0]",4.0376474032405865,480.0,2.681241237375587
verlichtte,vərlˈɪxtə,vər - lɪx - tə,7270.0,995799.0,354842.3333333333,"['ve', 'er', 'rl', 'li', 'ic', 'ch', 'ht', 'tt', 'te']","[1767776.0, 6799370.0, 344538.0, 3369152.0, 911860.0, 1999086.0, 373636.0, 519286.0, 3522714.0]",2.7172301628843476,22.0,1.3424226808222062
carolien,kˌaːroːlˈin,kaː - roː - lin,26.0,161906.0,64743.333333333336,"['ca', 'ar', 'ro', 'ol', 'li', 'ie', 'en']","[177266.0, 1754491.0, 1417238.0, 2233880.0, 3369152.0, 2076673.0, 8542439.0]",1.6565323225307358,1.0,0.0
kaarsen,kˈaːrsən,kaːr - sən,2853.0,125869.0,64361.0,"['ka', 'aa', 'ar', 'rs', 'se', 'en']","[424843.0, 2730922.0, 1754491.0, 834594.0, 763112.0, 8542439.0]",3.915408951902867,362.0,2.558708570533166
lampionnen,,,,,,"['la', 'am', 'mp', 'pi', 'io', 'on', 'nn', 'ne', 'en']","[2444604.0, 930317.0, 51276.0, 1566256.0, 757588.0, 2451854.0, 746302.0, 1475977.0, 8542439.0]",,,0.0
barones,baːrˈoːnəs,baː - roː - nəs,3783.0,32298.0,16831.666666666668,"['ba', 'ar', 'ro', 'on', 'ne', 'es']","[584273.0, 1754491.0, 1417238.0, 2451854.0, 1475977.0, 1784615.0]",3.525764042261712,147.0,2.167317334748176
nodigde,nˈoːdɪɣdə,noː - dɪɣ - də,1977.0,208410.0,83061.66666666667,"['no', 'od', 'di', 'ig', 'gd', 'de']","[847517.0, 193327.0, 1050254.0, 960409.0, 109191.0, 2559661.0]",3.5808116085926174,167.0,2.2227164711475833
