Word,Bigrams,First_Bigram_Count,Min_Bigram_Count,First_bigram_Zipf,Min_bigram_Zipf
toen,"['to', 'oe', 'en']",2236591.0,837795.0,6.34958676715011,5.9231382825206955
de,['de'],2559661.0,2559661.0,6.408182621082838,6.408182621082838
barkeeper,"['ba', 'ar', 'rk', 'ke', 'ee', 'ep', 'pe', 'er']",584273.0,189025.0,5.766616560779267,5.276521544278673
die,"['di', 'ie']",1050254.0,1050254.0,6.0212947577817895,6.0212947577817895
irritante,"['ir', 'rr', 'ri', 'it', 'ta', 'an', 'nt', 'te']",2884214.0,200692.0,6.460027631162969,5.302532224931979
klant,"['kl', 'la', 'an', 'nt']",549706.0,549706.0,5.7401312673314155,5.7401312673314155
bediende,"['be', 'ed', 'di', 'ie', 'en', 'nd', 'de']",2443609.0,636500.0,6.388031893729547,5.803799090305684
wegliep,"['we', 'eg', 'gl', 'li', 'ie', 'ep']",1965886.0,189025.0,6.293558550786624,5.276521544278673
gingen,"['gi', 'in', 'ng', 'ge', 'en']",669114.0,669114.0,5.825500765859418,5.825500765859418
deuren,"['de', 'eu', 'ur', 're', 'en']",2559661.0,135956.0,6.408182621082838,5.133401572961477
open,"['op', 'pe', 'en']",976321.0,976321.0,5.98959307561742,5.98959307561742
manke,"['ma', 'an', 'nk', 'ke']",957657.0,476574.0,5.981210440987696,5.678131256544179
dronkaard,"['dr', 'ro', 'on', 'nk', 'ka', 'aa', 'ar', 'rd']",486140.0,424843.0,5.686762250004548,5.628229489164837
betaalde,"['be', 'et', 'ta', 'aa', 'al', 'ld', 'de']",2443609.0,840998.0,6.388031893729547,5.924795479395129
lachte,"['la', 'ac', 'ch', 'ht', 'te']",2444604.0,373636.0,6.388208695697325,5.572449876391515
viel,"['vi', 'ie', 'el']",226005.0,226005.0,5.354119968936349,5.354119968936349
kruk,"['kr', 'ru', 'uk']",88851.0,56724.0,4.948667207934095,4.753774504556974
om,['om'],2473734.0,2473734.0,6.39335317378869,6.39335317378869
rector,"['re', 'ec', 'ct', 'to', 'or']",1607974.0,116688.0,6.206279292269118,5.06702991804654
stoere,"['st', 'to', 'oe', 'er', 're']",2307098.0,837795.0,6.363066230945546,5.9231382825206955
puber,"['pu', 'ub', 'be', 'er']",45003.0,45003.0,4.653251116013661,4.653251116013661
strafte,"['st', 'tr', 'ra', 'af', 'ft', 'te']",2307098.0,179822.0,6.363066230945546,5.254845238755702
was,"['wa', 'as']",409327.0,409327.0,5.612071453488598,5.612071453488598
erg,"['er', 'rg']",6799370.0,709881.0,6.832468738608579,5.85118616420095
onredelijk,"['on', 'nr', 're', 'ed', 'de', 'el', 'li', 'ij', 'jk']",2451854.0,14586.0,6.389494782909221,4.163965982954884
inbreker,"['in', 'nb', 'br', 're', 'ek', 'ke', 'er']",2264626.0,79637.0,6.354996680882354,4.90112034477739
gekrenkte,"['ge', 'ek', 'kr', 're', 'en', 'nk', 'kt', 'te']",3692145.0,88851.0,6.567278866173126,4.948667207934095
pastoor,"['pa', 'as', 'st', 'to', 'oo', 'or']",319786.0,319786.0,5.5048608048041485,5.5048608048041485
smeekte,"['sm', 'me', 'ee', 'ek', 'kt', 'te']",89457.0,89457.0,4.951619184484154,4.951619184484154
ten,"['te', 'en']",3522714.0,3522714.0,6.546877508655531,6.546877508655531
einde,"['ei', 'in', 'nd', 'de']",2483878.0,2264626.0,6.39513043574277,6.354996680882354
raad,"['ra', 'aa', 'ad']",2220035.0,474501.0,6.346360017006757,5.676238047294678
vorige,"['vo', 'or', 'ri', 'ig', 'ge']",2123358.0,960409.0,6.327023427297477,5.9824566733781275
week,"['we', 'ee', 'ek']",1965886.0,762098.0,6.293558550786624,5.8820113917608055
kreeg,"['kr', 're', 'ee', 'eg']",88851.0,88851.0,4.948667207934095,4.948667207934095
assistent,"['as', 'ss', 'si', 'is', 'st', 'te', 'en', 'nt']",504791.0,504791.0,5.703112463543158,5.703112463543158
bruine,"['br', 'ru', 'ui', 'in', 'ne']",191839.0,191839.0,5.282939165754773,5.282939165754773
tanden,"['ta', 'an', 'nd', 'de', 'en']",892070.0,892070.0,5.950399421283193,5.950399421283193
behandelde,"['be', 'eh', 'ha', 'an', 'nd', 'de', 'el', 'ld', 'de']",2443609.0,134898.0,6.388031893729547,5.130008730279083
uitslag,"['ui', 'it', 'ts', 'sl', 'la', 'ag']",687028.0,235160.0,5.836975069336347,5.371365298317344
maandag,"['ma', 'aa', 'an', 'nd', 'da', 'ag']",957657.0,400262.0,5.981210440987696,5.602345446116832
medicus,"['me', 'ed', 'di', 'ic', 'cu', 'us']",1659354.0,27593.0,6.219939308295585,4.440814659957681
vreemde,"['vr', 're', 'ee', 'em', 'md', 'de']",62231.0,10432.0,4.794013758480958,4.018409207382068
pokken,"['po', 'ok', 'kk', 'ke', 'en']",490468.0,65091.0,5.6906115630831495,4.8135276157671045
zelf,"['ze', 'el', 'lf']",1671440.0,34029.0,6.223091051089122,4.531861949095809
laatst,"['la', 'aa', 'at', 'ts', 'st']",2444604.0,235160.0,6.388208695697325,5.371365298317344
gevreesde,"['ge', 'ev', 'vr', 're', 'ee', 'es', 'sd', 'de']",3692145.0,52948.0,6.567278866173126,4.723857762392835
psychiater,"['ps', 'sy', 'yc', 'ch', 'hi', 'ia', 'at', 'te', 'er']",133657.0,108972.0,5.125994958243141,5.037318907082385
verslaafde,"['ve', 'er', 'rs', 'sl', 'la', 'aa', 'af', 'fd', 'de']",1767776.0,81902.0,6.247427479128562,4.913299809691846
zijn,"['zi', 'ij', 'jn']",123482.0,79695.0,5.091607172054137,4.901436524388308
ontslag,"['on', 'nt', 'ts', 'sl', 'la', 'ag']",2451854.0,235160.0,6.389494782909221,5.371365298317344
overtreder,"['ov', 've', 'er', 'rt', 'tr', 're', 'ed', 'de', 'er']",145547.0,145547.0,5.163006242100962,5.163006242100962
smeris,"['sm', 'me', 'er', 'ri', 'is']",89457.0,89457.0,4.951619184484154,4.951619184484154
ontvlucht,"['on', 'nt', 'tv', 'vl', 'lu', 'uc', 'ch', 'ht']",2451854.0,32599.0,6.389494782909221,4.513217600067939
is,['is'],3439538.0,3439538.0,6.536500238160898,6.536500238160898
een,"['ee', 'en']",944702.0,944702.0,5.975295294504483,5.975295294504483
kronkelig,"['kr', 'ro', 'on', 'nk', 'ke', 'el', 'li', 'ig']",88851.0,88851.0,4.948667207934095,4.948667207934095
paadje,"['pa', 'aa', 'ad', 'dj', 'je']",319786.0,16143.0,5.5048608048041485,4.208011148892835
ingerend,"['in', 'ng', 'ge', 'er', 're', 'en', 'nd']",2264626.0,1607974.0,6.354996680882354,6.206279292269118
eigenaars,"['ei', 'ig', 'ge', 'en', 'na', 'aa', 'ar', 'rs']",2483878.0,523332.0,6.39513043574277,5.7187781210687945
van,"['va', 'an']",313419.0,313419.0,5.496126706275837,5.496126706275837
het,"['he', 'et']",822995.0,822995.0,5.915397724419865,5.915397724419865
landgoed,"['la', 'an', 'nd', 'dg', 'go', 'oe', 'ed']",2444604.0,70106.0,6.388208695697325,4.845761383296148
honderden,"['ho', 'on', 'nd', 'de', 'er', 'rd', 'de', 'en']",1237078.0,823655.0,6.092397434607738,5.915745866435793
bezoekers,"['be', 'ez', 'zo', 'oe', 'ek', 'ke', 'er', 'rs']",2443609.0,40239.0,6.388031893729547,4.604657972047871
rondleiden,"['ro', 'on', 'nd', 'dl', 'le', 'ei', 'id', 'de', 'en']",1417238.0,30978.0,6.151443094868977,4.491067394653292
trots,"['tr', 'ro', 'ot', 'ts']",1199332.0,235160.0,6.078939783585439,5.371365298317344
gisteren,"['gi', 'is', 'st', 'te', 'er', 're', 'en']",669114.0,669114.0,5.825500765859418,5.825500765859418
had,"['ha', 'ad']",1299761.0,474501.0,6.113863835730333,5.676238047294678
brede,"['br', 're', 'ed', 'de']",191839.0,191839.0,5.282939165754773,5.282939165754773
bodyguard,"['bo', 'od', 'dy', 'yg', 'gu', 'ua', 'ar', 'rd']",1606593.0,317.0,6.205906140710445,2.5024271199844326
filmster,"['fi', 'il', 'lm', 'ms', 'st', 'te', 'er']",301366.0,28212.0,5.479095694884575,4.4504492688626645
beschermde,"['be', 'es', 'sc', 'ch', 'he', 'er', 'rm', 'md', 'de']",2443609.0,10432.0,6.388031893729547,4.018409207382068
vrije,"['vr', 'ri', 'ij', 'je']",62231.0,62231.0,4.794013758480958,4.794013758480958
dag,"['da', 'ag']",1096946.0,400262.0,6.0401856447455495,5.602345446116832
morgen,"['mo', 'or', 'rg', 'ge', 'en']",1055897.0,709881.0,6.023621967272901,5.85118616420095
krijgt,"['kr', 'ri', 'ij', 'jg', 'gt']",88851.0,21485.0,4.948667207934095,4.332155571395546
ober,"['ob', 'be', 'er']",95880.0,95880.0,4.981732554900802,4.981732554900802
beroemde,"['be', 'er', 'ro', 'oe', 'em', 'md', 'de']",2443609.0,10432.0,6.388031893729547,4.018409207382068
president,"['pr', 're', 'es', 'si', 'id', 'de', 'en', 'nt']",242781.0,242781.0,5.38521648474895,5.38521648474895
beledigde,"['be', 'el', 'le', 'ed', 'di', 'ig', 'gd', 'de']",2443609.0,109191.0,6.388031893729547,5.038190820757663
arts,"['ar', 'rt', 'ts']",1754491.0,235160.0,6.244151392292789,5.371365298317344
vieze,"['vi', 'ie', 'ez', 'ze']",226005.0,100963.0,5.354119968936349,5.004166548155164
bandage,"['ba', 'an', 'nd', 'da', 'ag', 'ge']",584273.0,400262.0,5.766616560779267,5.602345446116832
verschoonde,"['ve', 'er', 'rs', 'sc', 'ch', 'ho', 'oo', 'on', 'nd', 'de']",1767776.0,834594.0,6.247427479128562,5.9214757785557595
trok,"['tr', 'ro', 'ok']",1199332.0,155024.0,6.078939783585439,5.190401740018988
eerst,"['ee', 'er', 'rs', 'st']",944702.0,834594.0,5.975295294504483,5.9214757785557595
plastic,"['pl', 'la', 'as', 'st', 'ti', 'ic']",97171.0,97171.0,4.987541141497206,4.987541141497206
handschoenen,"['ha', 'an', 'nd', 'ds', 'sc', 'ch', 'ho', 'oe', 'en', 'ne', 'en']",1299761.0,357110.0,6.113863835730333,5.55280322786213
aan,"['aa', 'an']",2730922.0,2730922.0,6.436309455120861,6.436309455120861
sportarts,"['sp', 'po', 'or', 'rt', 'ta', 'ar', 'rt', 'ts']",1518373.0,235160.0,6.1813787584702,5.371365298317344
hockeyer,"['ho', 'oc', 'ck', 'ke', 'ey', 'ye', 'er']",1237078.0,19288.0,6.092397434607738,4.2853097130902675
met,"['me', 'et']",1659354.0,1659354.0,6.219939308295585,6.219939308295585
gescheurde,"['ge', 'es', 'sc', 'ch', 'he', 'eu', 'ur', 'rd', 'de']",3692145.0,135956.0,6.567278866173126,5.133401572961477
pezen,"['pe', 'ez', 'ze', 'en']",1062538.0,100963.0,6.0263448795919485,5.004166548155164
adviseert,"['ad', 'dv', 'vi', 'is', 'se', 'ee', 'er', 'rt']",474501.0,10646.0,5.676238047294678,4.027227254067255
heeft,"['he', 'ee', 'ef', 'ft']",822995.0,169410.0,5.915397724419865,5.228941606019496
er,['er'],6799370.0,6799370.0,6.832468738608579,6.832468738608579
veel,"['ve', 'ee', 'el']",1767776.0,944702.0,6.247427479128562,5.975295294504483
verstand,"['ve', 'er', 'rs', 'st', 'ta', 'an', 'nd']",1767776.0,834594.0,6.247427479128562,5.9214757785557595
oma,"['om', 'ma']",2473734.0,957657.0,6.39335317378869,5.981210440987696
gebroken,"['ge', 'eb', 'br', 'ro', 'ok', 'ke', 'en']",3692145.0,154238.0,6.567278866173126,5.188194200843703
bekken,"['be', 'ek', 'kk', 'ke', 'en']",2443609.0,65091.0,6.388031893729547,4.8135276157671045
verpleegster,"['ve', 'er', 'rp', 'pl', 'le', 'ee', 'eg', 'gs', 'st', 'te', 'er']",1767776.0,40052.0,6.247427479128562,4.602635050623777
raadpleegde,"['ra', 'aa', 'ad', 'dp', 'pl', 'le', 'ee', 'eg', 'gd', 'de']",2220035.0,1907.0,6.346360017006757,3.2805783703680764
moest,"['mo', 'oe', 'es', 'st']",1055897.0,837795.0,6.023621967272901,5.9231382825206955
huilen,"['hu', 'ui', 'il', 'le', 'en']",187605.0,187605.0,5.273246723836341,5.273246723836341
alcoholist,"['al', 'lc', 'co', 'oh', 'ho', 'ol', 'li', 'is', 'st']",2558689.0,12727.0,6.408017671801708,4.104760166638525
bekende,"['be', 'ek', 'ke', 'en', 'nd', 'de']",2443609.0,762098.0,6.388031893729547,5.8820113917608055
psycholoog,"['ps', 'sy', 'yc', 'ch', 'ho', 'ol', 'lo', 'oo', 'og']",133657.0,108972.0,5.125994958243141,5.037318907082385
weer,"['we', 'ee', 'er']",1965886.0,944702.0,6.293558550786624,5.975295294504483
terugval,"['te', 'er', 'ru', 'ug', 'gv', 'va', 'al']",3522714.0,10398.0,6.546877508655531,4.016991578206205
scholier,"['sc', 'ch', 'ho', 'ol', 'li', 'ie', 'er']",1079447.0,1079447.0,6.033201726006053,6.033201726006053
meester,"['me', 'ee', 'es', 'st', 'te', 'er']",1659354.0,944702.0,6.219939308295585,5.975295294504483
treitert,"['tr', 're', 'ei', 'it', 'te', 'er', 'rt']",1199332.0,333345.0,6.078939783585439,5.522895248157097
alweer,"['al', 'lw', 'we', 'ee', 'er']",2558689.0,158019.0,6.408017671801708,5.198712057460401
punaises,"['pu', 'un', 'na', 'ai', 'is', 'se', 'es']",45003.0,45003.0,4.653251116013661,4.653251116013661
op,['op'],976321.0,976321.0,5.98959307561742,5.98959307561742
stoel,"['st', 'to', 'oe', 'el']",2307098.0,837795.0,6.363066230945546,5.9231382825206955
gelegd,"['ge', 'el', 'le', 'eg', 'gd']",3692145.0,109191.0,6.567278866173126,5.038190820757663
jochem,"['jo', 'oc', 'ch', 'he', 'em']",866375.0,270017.0,5.937706413132577,5.431392716159392
altijd,"['al', 'lt', 'ti', 'ij', 'jd']",2558689.0,163477.0,6.408017671801708,5.213459315886406
te,['te'],3522714.0,3522714.0,6.546877508655531,6.546877508655531
hoog,"['ho', 'oo', 'og']",1237078.0,285914.0,6.092397434607738,5.4562369404099025
springt,"['sp', 'pr', 'ri', 'in', 'ng', 'gt']",1518373.0,21874.0,6.1813787584702,4.339948061694351
tijdens,"['ti', 'ij', 'jd', 'de', 'en', 'ns']",1353437.0,163477.0,6.131438365851184,5.213459315886406
basketbal,"['ba', 'as', 'sk', 'ke', 'et', 'tb', 'ba', 'al']",584273.0,118193.0,5.766616560779267,5.072595430580517
enkel,"['en', 'nk', 'ke', 'el']",8542439.0,476574.0,6.931581937103762,5.678131256544179
bezeerd,"['be', 'ez', 'ze', 'ee', 'er', 'rd']",2443609.0,100963.0,6.388031893729547,5.004166548155164
politieman,"['po', 'ol', 'li', 'it', 'ti', 'ie', 'em', 'ma', 'an']",490468.0,333345.0,5.6906115630831495,5.522895248157097
agressieve,"['ag', 'gr', 're', 'es', 'ss', 'si', 'ie', 'ev', 've']",400262.0,317289.0,5.602345446116832,5.501456384696516
kraker,"['kr', 'ra', 'ak', 'ke', 'er']",88851.0,88851.0,4.948667207934095,4.948667207934095
arresteert,"['ar', 'rr', 're', 'es', 'st', 'te', 'ee', 'er', 'rt']",1754491.0,200692.0,6.244151392292789,5.302532224931979
gaat,"['ga', 'aa', 'at']",446758.0,446758.0,5.650073310166976,5.650073310166976
hardhandig,"['ha', 'ar', 'rd', 'dh', 'ha', 'an', 'nd', 'di', 'ig']",1299761.0,6927.0,6.113863835730333,3.84060787900929
werk,"['we', 'er', 'rk']",1965886.0,1965886.0,6.293558550786624,6.293558550786624
staker,"['st', 'ta', 'ak', 'ke', 'er']",2307098.0,762048.0,6.363066230945546,5.881982897514704
angstige,"['an', 'ng', 'gs', 'st', 'ti', 'ig', 'ge']",4143386.0,960409.0,6.617355499099678,5.9824566733781275
dames,"['da', 'am', 'me', 'es']",1096946.0,930317.0,6.0401856447455495,5.968631423864705
bekogelt,"['be', 'ek', 'ko', 'og', 'ge', 'el', 'lt']",2443609.0,285914.0,6.388031893729547,5.4562369404099025
ver,"['ve', 'er']",1767776.0,1767776.0,6.247427479128562,6.247427479128562
journalist,"['jo', 'ou', 'ur', 'rn', 'na', 'al', 'li', 'is', 'st']",866375.0,346154.0,5.937706413132577,5.539270609114367
bondscoach,"['bo', 'on', 'nd', 'ds', 'sc', 'co', 'oa', 'ac', 'ch']",1606593.0,24840.0,6.205906140710445,4.395169074827421
interviewt,"['in', 'nt', 'te', 'er', 'rv', 'vi', 'ie', 'ew', 'wt']",2264626.0,9874.0,6.354996680882354,3.9945371042984976
wil,"['wi', 'il']",658045.0,658045.0,5.818256253565166,5.818256253565166
weten,"['we', 'et', 'te', 'en']",1965886.0,1684914.0,6.293558550786624,6.226577996624518
zuster,"['zu', 'us', 'st', 'te', 'er']",95553.0,95553.0,4.980248871836526,4.980248871836526
tuberculose,"['tu', 'ub', 'be', 'er', 'rc', 'cu', 'ul', 'lo', 'os', 'se']",118674.0,27593.0,5.074359240390398,4.440814659957681
lijdende,"['li', 'ij', 'jd', 'de', 'en', 'nd', 'de']",3369152.0,163477.0,6.527520733613047,5.213459315886406
bejaarde,"['be', 'ej', 'ja', 'aa', 'ar', 'rd', 'de']",2443609.0,11905.0,6.388031893729547,4.075765878215734
wast,"['wa', 'as', 'st']",409327.0,409327.0,5.612071453488598,5.612071453488598
zorgzaam,"['zo', 'or', 'rg', 'gz', 'za', 'aa', 'am']",40239.0,15939.0,4.604657972047871,4.2024883170600935
goochelaar,"['go', 'oo', 'oc', 'ch', 'he', 'el', 'la', 'aa', 'ar']",147343.0,147343.0,5.168332455625744,5.168332455625744
vrijwilliger,"['vr', 'ri', 'ij', 'jw', 'wi', 'il', 'll', 'li', 'ig', 'ge', 'er']",62231.0,2981.0,4.794013758480958,3.474507639116976
uit,"['ui', 'it']",687028.0,333345.0,5.836975069336347,5.522895248157097
enthousiaste,"['en', 'nt', 'th', 'ho', 'ou', 'us', 'si', 'ia', 'as', 'st', 'te']",8542439.0,112581.0,6.931581937103762,5.051468959560003
publiek,"['pu', 'ub', 'bl', 'li', 'ie', 'ek']",45003.0,45003.0,4.653251116013661,4.653251116013661
instrueert,"['in', 'ns', 'st', 'tr', 'ru', 'ue', 'ee', 'er', 'rt']",2264626.0,464278.0,6.354996680882354,5.66677904035285
onduidelijk,"['on', 'nd', 'du', 'ui', 'id', 'de', 'el', 'li', 'ij', 'jk']",2451854.0,161799.0,6.389494782909221,5.208978517276254
geduldige,"['ge', 'ed', 'du', 'ul', 'ld', 'di', 'ig', 'ge']",3692145.0,161799.0,6.567278866173126,5.208978517276254
dominee,"['do', 'om', 'mi', 'in', 'ne', 'ee']",394555.0,342154.0,5.596108652070105,5.534222890836913
baby,"['ba', 'ab', 'by']",584273.0,51843.0,5.766616560779267,4.7146985019464545
doopt,"['do', 'oo', 'op', 'pt']",394555.0,51860.0,5.596108652070105,4.714840886715916
begint,"['be', 'eg', 'gi', 'in', 'nt']",2443609.0,669114.0,6.388031893729547,5.825500765859418
spreken,"['sp', 'pr', 're', 'ek', 'ke', 'en']",1518373.0,242781.0,6.1813787584702,5.38521648474895
voorganger,"['vo', 'oo', 'or', 'rg', 'ga', 'an', 'ng', 'ge', 'er']",2123358.0,446758.0,6.327023427297477,5.650073310166976
snoezige,"['sn', 'no', 'oe', 'ez', 'zi', 'ig', 'ge']",91698.0,91698.0,4.962364599608407,4.962364599608407
kleintje,"['kl', 'le', 'ei', 'in', 'nt', 'tj', 'je']",549706.0,104770.0,5.7401312673314155,5.020241089108949
houdt,"['ho', 'ou', 'ud', 'dt']",1237078.0,71691.0,6.092397434607738,4.85547069611833
haar,"['ha', 'aa', 'ar']",1299761.0,1299761.0,6.113863835730333,6.113863835730333
stevig,"['st', 'te', 'ev', 'vi', 'ig']",2307098.0,226005.0,6.363066230945546,5.354119968936349
vast,"['va', 'as', 'st']",313419.0,313419.0,5.496126706275837,5.496126706275837
dat,"['da', 'at']",1096946.0,996808.0,6.0401856447455495,5.9986119504955635
meisje,"['me', 'ei', 'is', 'sj', 'je']",1659354.0,241012.0,6.219939308295585,5.382040468616349
boterham,"['bo', 'ot', 'te', 'er', 'rh', 'ha', 'am']",1606593.0,571432.0,6.205906140710445,5.756965317082898
zonder,"['zo', 'on', 'nd', 'de', 'er']",40239.0,40239.0,4.604657972047871,4.604657972047871
pindakaas,"['pi', 'in', 'nd', 'da', 'ak', 'ka', 'aa', 'as']",1566256.0,424843.0,6.194863024978794,5.628229489164837
verwend,"['ve', 'er', 'rw', 'we', 'en', 'nd']",1767776.0,34493.0,6.247427479128562,4.537743559029619
robert,"['ro', 'ob', 'be', 'er', 'rt']",1417238.0,95880.0,6.151443094868977,4.981732554900802
schone,"['sc', 'ch', 'ho', 'on', 'ne']",1079447.0,1079447.0,6.033201726006053,6.033201726006053
dochter,"['do', 'oc', 'ch', 'ht', 'te', 'er']",394555.0,270017.0,5.596108652070105,5.431392716159392
jan,"['ja', 'an']",1312625.0,1312625.0,6.118141002347157,6.118141002347157
huwelijk,"['hu', 'uw', 'we', 'el', 'li', 'ij', 'jk']",187605.0,98896.0,5.273246723836341,4.995183117651712
vroeg,"['vr', 'ro', 'oe', 'eg']",62231.0,62231.0,4.794013758480958,4.794013758480958
slikte,"['sl', 'li', 'ik', 'kt', 'te']",1064500.0,157922.0,6.0271460737539355,5.19844538552231
detective,"['de', 'et', 'te', 'ec', 'ct', 'ti', 'iv', 've']",2559661.0,94073.0,6.408182621082838,4.973469610496657
criminelen,"['cr', 'ri', 'im', 'mi', 'in', 'ne', 'el', 'le', 'en']",70853.0,70853.0,4.850364372987026,4.850364372987026
opspoort,"['op', 'ps', 'sp', 'po', 'oo', 'or', 'rt']",976321.0,133657.0,5.98959307561742,5.125994958243141
vette,"['ve', 'et', 'tt', 'te']",1767776.0,519286.0,6.247427479128562,5.715407450461542
beloning,"['be', 'el', 'lo', 'on', 'ni', 'in', 'ng']",2443609.0,638298.0,6.388031893729547,5.805024164036852
staat,"['st', 'ta', 'aa', 'at']",2307098.0,892070.0,6.363066230945546,5.950399421283193
speurhond,"['sp', 'pe', 'eu', 'ur', 'rh', 'ho', 'on', 'nd']",1518373.0,135956.0,6.1813787584702,5.133401572961477
illegale,"['il', 'll', 'le', 'eg', 'ga', 'al', 'le']",2591190.0,446758.0,6.413499426566984,5.650073310166976
drugs,"['dr', 'ru', 'ug', 'gs']",486140.0,117069.0,5.686762250004548,5.068445618354351
koekje,"['ko', 'oe', 'ek', 'kj', 'je']",466342.0,192716.0,5.66870546220922,5.28492002643826
gedetineerde,"['ge', 'ed', 'de', 'et', 'ti', 'in', 'ne', 'ee', 'er', 'rd', 'de']",3692145.0,636500.0,6.567278866173126,5.803799090305684
trage,"['tr', 'ra', 'ag', 'ge']",1199332.0,400262.0,6.078939783585439,5.602345446116832
bewaker,"['be', 'ew', 'wa', 'ak', 'ke', 'er']",2443609.0,409327.0,6.388031893729547,5.612071453488598
afschudt,"['af', 'fs', 'sc', 'ch', 'hu', 'ud', 'dt']",472535.0,20744.0,5.674434900688191,4.316913439164992
hulp,"['hu', 'ul', 'lp']",187605.0,23629.0,5.273246723836341,4.373463721632369
handlanger,"['ha', 'an', 'nd', 'dl', 'la', 'an', 'ng', 'ge', 'er']",1299761.0,30978.0,6.113863835730333,4.491067394653292
vandaag,"['va', 'an', 'nd', 'da', 'aa', 'ag']",313419.0,313419.0,5.496126706275837,5.496126706275837
laatste,"['la', 'aa', 'at', 'ts', 'st', 'te']",2444604.0,235160.0,6.388208695697325,5.371365298317344
kandidaat,"['ka', 'an', 'nd', 'di', 'id', 'da', 'aa', 'at']",424843.0,424843.0,5.628229489164837,5.628229489164837
examinator,"['ex', 'xa', 'am', 'mi', 'in', 'na', 'at', 'to', 'or']",248636.0,47762.0,5.395565757049609,4.679091597068711
overtuigt,"['ov', 've', 'er', 'rt', 'tu', 'ui', 'ig', 'gt']",145547.0,21874.0,5.163006242100962,4.339948061694351
imponerend,"['im', 'mp', 'po', 'on', 'ne', 'er', 're', 'en', 'nd']",1019572.0,51276.0,6.008418326104535,4.709922608524059
spits,"['sp', 'pi', 'it', 'ts']",1518373.0,235160.0,6.1813787584702,5.371365298317344
trainer,"['tr', 'ra', 'ai', 'in', 'ne', 'er']",1199332.0,444826.0,6.078939783585439,5.6481911400738545
opstelde,"['op', 'ps', 'st', 'te', 'el', 'ld', 'de']",976321.0,133657.0,5.98959307561742,5.125994958243141
cruciale,"['cr', 'ru', 'uc', 'ci', 'ia', 'al', 'le']",70853.0,70853.0,4.850364372987026,4.850364372987026
training,"['tr', 'ra', 'ai', 'in', 'ni', 'in', 'ng']",1199332.0,444826.0,6.078939783585439,5.6481911400738545
gemist,"['ge', 'em', 'mi', 'is', 'st']",3692145.0,342154.0,6.567278866173126,5.534222890836913
niemand,"['ni', 'ie', 'em', 'ma', 'an', 'nd']",638298.0,638298.0,5.805024164036852,5.805024164036852
wist,"['wi', 'is', 'st']",658045.0,658045.0,5.818256253565166,5.818256253565166
gevaarlijke,"['ge', 'ev', 'va', 'aa', 'ar', 'rl', 'li', 'ij', 'jk', 'ke']",3692145.0,313419.0,6.567278866173126,5.496126706275837
tornado,"['to', 'or', 'rn', 'na', 'ad', 'do']",2236591.0,394555.0,6.34958676715011,5.596108652070105
ontstond,"['on', 'nt', 'ts', 'st', 'to', 'on', 'nd']",2451854.0,235160.0,6.389494782909221,5.371365298317344
slachtoffers,"['sl', 'la', 'ac', 'ch', 'ht', 'to', 'of', 'ff', 'fe', 'er', 'rs']",1064500.0,122042.0,6.0271460737539355,5.0865128747113735
zou,"['zo', 'ou']",40239.0,40239.0,4.604657972047871,4.604657972047871
eisen,"['ei', 'is', 'se', 'en']",2483878.0,763112.0,6.39513043574277,5.882588852034565
employee,"['em', 'mp', 'pl', 'lo', 'oy', 'ye', 'ee']",924741.0,19288.0,5.9660205828953705,4.2853097130902675
ontsnapte,"['on', 'nt', 'ts', 'sn', 'na', 'ap', 'pt', 'te']",2451854.0,51860.0,6.389494782909221,4.714840886715916
dieven,"['di', 'ie', 'ev', 've', 'en']",1050254.0,317289.0,6.0212947577817895,5.501456384696516
beschrijft,"['be', 'es', 'sc', 'ch', 'hr', 'ri', 'ij', 'jf', 'ft']",2443609.0,33465.0,6.388031893729547,4.524603806718669
nauwkeurig,"['na', 'au', 'uw', 'wk', 'ke', 'eu', 'ur', 'ri', 'ig']",523332.0,867.0,5.7187781210687945,2.938519725176492
wrede,"['wr', 're', 'ed', 'de']",15378.0,15378.0,4.186928096934767,4.186928096934767
onderdaan,"['on', 'nd', 'de', 'er', 'rd', 'da', 'aa', 'an']",2451854.0,823655.0,6.389494782909221,5.915745866435793
beveelt,"['be', 'ev', 've', 'ee', 'el', 'lt']",2443609.0,317289.0,6.388031893729547,5.501456384696516
boos,"['bo', 'oo', 'os']",1606593.0,588208.0,6.205906140710445,5.769531665224492
derde,"['de', 'er', 'rd', 'de']",2559661.0,823655.0,6.408182621082838,5.915745866435793
getal,"['ge', 'et', 'ta', 'al']",3692145.0,892070.0,6.567278866173126,5.950399421283193
oplettende,"['op', 'pl', 'le', 'et', 'tt', 'te', 'en', 'nd', 'de']",976321.0,97171.0,5.98959307561742,4.987541141497206
toehoorder,"['to', 'oe', 'eh', 'ho', 'oo', 'or', 'rd', 'de', 'er']",2236591.0,134898.0,6.34958676715011,5.130008730279083
signaleert,"['si', 'ig', 'gn', 'na', 'al', 'le', 'ee', 'er', 'rt']",1091620.0,43396.0,6.038071881794849,4.637459708119001
zes,"['ze', 'es']",1671440.0,1671440.0,6.223091051089122,6.223091051089122
mijn,"['mi', 'ij', 'jn']",342154.0,79695.0,5.534222890836913,4.901436524388308
vriendin,"['vr', 'ri', 'ie', 'en', 'nd', 'di', 'in']",62231.0,62231.0,4.794013758480958,4.794013758480958
