,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.51432896,0.6836265,0.28928548,0.25155717,0.9706293,0.53553104,0.6252227,0.55957943,0.2398284
bigrams_clusters:cluster_2,0.51432896,1.0,0.62525254,0.19193754,0.15399337,0.48490664,0.94383,0.35237873,0.335988,0.11394324
bigrams_clusters:cluster_3,0.6836265,0.62525254,1.0,0.3344647,0.31611225,0.7015976,0.6074513,0.67417043,0.46448302,0.2263769
bigrams_clusters:cluster_4,0.28928548,0.19193754,0.3344647,1.0,0.77416044,0.31039223,0.15503655,0.35210532,0.532036,0.6665038
bigrams_clusters:cluster_5,0.25155717,0.15399337,0.31611225,0.77416044,1.0,0.25941232,0.12857625,0.27576202,0.35057506,0.50604075
visual_clusters:cluster_1,0.9706293,0.48490664,0.7015976,0.31039223,0.25941232,1.0,0.5013933,0.67954177,0.5966136,0.24582288
visual_clusters:cluster_2,0.53553104,0.94383,0.6074513,0.15503655,0.12857625,0.5013933,1.0,0.32225817,0.33458096,0.100407116
visual_clusters:cluster_3,0.6252227,0.35237873,0.67417043,0.35210532,0.27576202,0.67954177,0.32225817,1.0,0.62799805,0.16396916
visual_clusters:cluster_4,0.55957943,0.335988,0.46448302,0.532036,0.35057506,0.5966136,0.33458096,0.62799805,1.0,0.40232557
visual_clusters:cluster_5,0.2398284,0.11394324,0.2263769,0.6665038,0.50604075,0.24582288,0.100407116,0.16396916,0.40232557,1.0
