,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.45423186,0.55063695,0.16224281,0.07649664,0.93961316,0.49751994,0.4745963,0.3279263,0.12217297
bigrams_clusters:cluster_2,0.45423186,1.0,0.6135306,0.20027184,0.20519371,0.46456972,0.9462535,0.69176984,0.39846316,0.19794068
bigrams_clusters:cluster_3,0.55063695,0.6135306,1.0,0.27603495,0.19001739,0.5804001,0.57341677,0.8095333,0.46822938,0.16361673
bigrams_clusters:cluster_4,0.16224281,0.20027184,0.27603495,1.0,0.7011505,0.19009662,0.17951064,0.3359231,0.4416511,0.70678985
bigrams_clusters:cluster_5,0.07649664,0.20519371,0.19001739,0.7011505,1.0,0.1179914,0.17976236,0.24397305,0.26918313,0.59261954
visual_clusters:cluster_1,0.93961316,0.46456972,0.5804001,0.19009662,0.1179914,1.0,0.5076026,0.5248251,0.3774843,0.14423501
visual_clusters:cluster_2,0.49751994,0.9462535,0.57341677,0.17951064,0.17976236,0.5076026,1.0,0.6347225,0.3686742,0.17135562
visual_clusters:cluster_3,0.4745963,0.69176984,0.8095333,0.3359231,0.24397305,0.5248251,0.6347225,1.0,0.5981973,0.22560894
visual_clusters:cluster_4,0.3279263,0.39846316,0.46822938,0.4416511,0.26918313,0.3774843,0.3686742,0.5981973,1.0,0.2851926
visual_clusters:cluster_5,0.12217297,0.19794068,0.16361673,0.70678985,0.59261954,0.14423501,0.17135562,0.22560894,0.2851926,1.0
