,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6632029,0.56576437,0.11385329,0.11801384,0.9603005,0.5197321,0.41203403,0.00577614,-0.0142220985
bigrams_clusters:cluster_2,0.6632029,1.0,0.47855085,0.17244275,0.22928296,0.7109543,0.9162187,0.30989686,0.08937831,0.08222784
bigrams_clusters:cluster_3,0.56576437,0.47855085,1.0,0.07199722,0.11167723,0.60316366,0.41032535,0.6573986,0.19042373,0.008473202
bigrams_clusters:cluster_4,0.11385329,0.17244275,0.07199722,1.0,0.6162775,0.12896493,0.1838452,0.13919427,0.33562818,0.48396116
bigrams_clusters:cluster_5,0.11801384,0.22928296,0.11167723,0.6162775,1.0,0.16614178,0.26385826,0.15741436,0.23171487,0.31601778
visual_clusters:cluster_1,0.9603005,0.7109543,0.60316366,0.12896493,0.16614178,1.0,0.57952756,0.5079461,0.08896999,0.007714856
visual_clusters:cluster_2,0.5197321,0.9162187,0.41032535,0.1838452,0.26385826,0.57952756,1.0,0.28209826,0.14802374,0.14090031
visual_clusters:cluster_3,0.41203403,0.30989686,0.6573986,0.13919427,0.15741436,0.5079461,0.28209826,1.0,0.5380169,0.0721077
visual_clusters:cluster_4,0.00577614,0.08937831,0.19042373,0.33562818,0.23171487,0.08896999,0.14802374,0.5380169,1.0,0.2999765
visual_clusters:cluster_5,-0.0142220985,0.08222784,0.008473202,0.48396116,0.31601778,0.007714856,0.14090031,0.0721077,0.2999765,1.0
