Word,n_syllables,Log10_Syllable_FREQcounts,Syllable_Zipfs,Min_Log10_FreqCount,Max_Log10_FreqCount,Mean_Log10_FreqCount,Min_Syll_Zipf,Bigrams,Bigram Occurrence Counts,Zipf
martine,3.0,"(4.1063269118219665, 4.854542865117994, 5.210168644978889)","(5.333258296356908, 6.081474249652935, 6.4371000295138305)",4.106326911821967,5.210168644978889,4.7236794739729495,5.333258296356908,"['ma', 'ar', 'rt', 'ti', 'in', 'ne']","[957657.0, 1754491.0, 1154116.0, 1353437.0, 2264626.0, 1475977.0]",3.20676067558583
glimmende,3.0,"(3.1458177144918276, 5.440447792666458, 6.234172950952972)","(4.372749099026769, 6.667379177201399, 7.461104335487914)",3.145817714491828,6.234172950952972,4.940146152703752,4.372749099026769,"['gl', 'li', 'im', 'mm', 'me', 'en', 'nd', 'de']","[403015.0, 3369152.0, 1019572.0, 407998.0, 1659354.0, 8542439.0, 2576478.0, 2559661.0]",3.364102498628672
dressoir,2.0,"(3.5323721335678773, 1.919078092376074)","(4.7593035181028185, 3.146009476911015)",1.919078092376074,3.5323721335678773,2.7257251129719755,3.146009476911015,"['dr', 're', 'es', 'ss', 'so', 'oi', 'ir']","[486140.0, 1607974.0, 1784615.0, 1070262.0, 369446.0, 1683244.0, 2884214.0]",2.923704050933749
gepoetst,2.0,"(6.125745990776331, 2.3010299956639813)","(7.352677375311273, 3.5279613801989225)",2.3010299956639813,6.125745990776331,4.213387993220156,3.5279613801989225,"['ge', 'ep', 'po', 'oe', 'et', 'ts', 'st']","[3692145.0, 189025.0, 490468.0, 837795.0, 1684914.0, 235160.0, 2307098.0]",3.462712296514623
vond,1.0,"(4.651181062444688,)","(5.878112446979629,)",4.651181062444688,4.651181062444688,4.651181062444688,5.878112446979629,"['vo', 'on', 'nd']","[2123358.0, 2451854.0, 2576478.0]",5.427457937169735
gouden,2.0,"(3.4720246977002813, 5.692720929176541)","(4.698956082235222, 6.919652313711482)",3.4720246977002813,5.692720929176541,4.582372813438411,4.698956082235222,"['go', 'ou', 'ud', 'de', 'en']","[147343.0, 846499.0, 671255.0, 2559661.0, 8542439.0]",4.509926299981402
ketting,2.0,"(3.7637274037656985, 4.162026432421177)","(4.99065878830064, 5.388957816956118)",3.7637274037656985,4.162026432421177,3.962876918093438,4.99065878830064,"['ke', 'et', 'tt', 'ti', 'in', 'ng']","[3143026.0, 1684914.0, 519286.0, 1353437.0, 2264626.0, 2927082.0]",4.278746345497031
kreta,2.0,"(3.8794972872494284, 4.7366832809904)","(5.10642867178437, 5.963614665525341)",3.879497287249429,4.7366832809904,4.308090284119914,5.10642867178437,"['kr', 're', 'et', 'ta']","[88851.0, 1607974.0, 1684914.0, 892070.0]",3.0087148406420985
stranden,2.0,"(2.432969290874406, 5.692720929176541)","(3.659900675409347, 6.919652313711482)",2.432969290874406,5.692720929176541,4.062845110025473,3.659900675409347,"['st', 'tr', 'ra', 'an', 'nd', 'de', 'en']","[2307098.0, 1199332.0, 2220035.0, 4143386.0, 2576478.0, 2559661.0, 8542439.0]",3.3968950120249795
vanwege,3.0,"(5.744835707598842, 5.758833954513728, 6.125745990776331)","(6.971767092133783, 6.985765339048669, 7.352677375311273)",5.744835707598842,6.125745990776331,5.876471884296301,6.971767092133783,"['va', 'an', 'nw', 'we', 'eg', 'ge']","[313419.0, 4143386.0, 101377.0, 1965886.0, 1125580.0, 3692145.0]",4.922528693025815
massale,3.0,"(3.7962967400517917, 4.698422448256003, 5.5573243025633445)","(5.023228124586733, 5.925353832790944, 6.784255687098286)",3.796296740051792,5.5573243025633445,4.684014496957047,5.023228124586733,"['ma', 'as', 'ss', 'sa', 'al', 'le']","[957657.0, 504791.0, 1070262.0, 319876.0, 2558689.0, 4397946.0]",3.1750462624086238
toerisme,3.0,"(4.799698866883532, 4.0752183791115355, 5.690652292689712)","(6.026630251418473, 5.302149763646477, 6.917583677224654)",4.075218379111536,5.690652292689712,4.85518984622826,5.302149763646477,"['to', 'oe', 'er', 'ri', 'is', 'sm', 'me']","[2236591.0, 837795.0, 6799370.0, 1787712.0, 3439538.0, 89457.0, 1659354.0]",3.018260158548329
aantrekkelijk,4.0,"(5.419826927220304, 4.356255379517801, 5.232299665207751, 5.323099399735069)","(6.646758311755246, 5.583186764052742, 6.459231049742693, 6.55003078427001)",4.356255379517801,5.419826927220304,5.082870342920231,5.583186764052742,"['aa', 'an', 'nt', 'tr', 're', 'ek', 'kk', 'ke', 'el', 'li', 'ij', 'jk']","[2730922.0, 4143386.0, 1477178.0, 1199332.0, 1607974.0, 762098.0, 65091.0, 3143026.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.232297303067455
peter,2.0,"(4.643600706192297, 5.393873404149383)","(5.870532090727238, 6.620804788684325)",4.643600706192297,5.393873404149383,5.01873705517084,5.870532090727238,"['pe', 'et', 'te', 'er']","[1062538.0, 1684914.0, 3522714.0, 6799370.0]",4.722671815401435
gemene,3.0,"(6.125745990776331, 5.690652292689712, 5.210168644978889)","(7.352677375311273, 6.917583677224654, 6.4371000295138305)",5.210168644978889,6.125745990776331,5.675522309481644,6.437100029513831,"['ge', 'em', 'me', 'en', 'ne']","[3692145.0, 924741.0, 1659354.0, 8542439.0, 1475977.0]",4.169749922598674
duivel,2.0,"(4.296730987471248, 4.017116849438813)","(5.523662372006189, 5.244048233973754)",4.017116849438813,4.296730987471248,4.15692391845503,5.244048233973754,"['du', 'ui', 'iv', 've', 'el']","[161799.0, 687028.0, 94073.0, 1767776.0, 4671207.0]",4.650849475200372
uitgedreven,4.0,"(5.343640943198292, 6.125745990776331, 3.4252080511386565, 5.439236348731971)","(6.570572327733233, 7.352677375311273, 4.652139435673598, 6.666167733266912)",3.4252080511386565,6.125745990776331,5.0834578334613125,4.652139435673598,"['ui', 'it', 'tg', 'ge', 'ed', 'dr', 're', 'ev', 've', 'en']","[687028.0, 333345.0, 33865.0, 3692145.0, 636500.0, 486140.0, 1607974.0, 317289.0, 1767776.0, 8542439.0]",2.717230162884348
doodmoe,2.0,"(4.745309059940828, 5.100260234097944)","(5.972240444475769, 6.327191618632886)",4.745309059940828,5.100260234097944,4.922784647019386,5.972240444475769,"['do', 'oo', 'od', 'dm', 'mo', 'oe']","[394555.0, 3901750.0, 193327.0, 11911.0, 1055897.0, 837795.0]",3.519855182651192
sliep,1.0,"(3.0692980121155293,)","(4.296229396650471,)",3.0692980121155293,3.0692980121155293,3.0692980121155293,4.296229396650471,"['sl', 'li', 'ie', 'ep']","[1064500.0, 3369152.0, 2076673.0, 189025.0]",4.419585762830351
meteen,2.0,"(5.690652292689712, 4.00842982679723)","(6.917583677224654, 5.235361211332171)",4.00842982679723,5.690652292689712,4.849541059743471,5.235361211332171,"['me', 'et', 'te', 'ee', 'en']","[1659354.0, 1684914.0, 3522714.0, 944702.0, 8542439.0]",5.33568756381409
bezem,2.0,"(5.7420971887829415, 2.673020907128896)","(6.969028573317883, 3.8999522916638374)",2.673020907128896,5.7420971887829415,4.207559047955919,3.899952291663837,"['be', 'ez', 'ze', 'em']","[2443609.0, 100963.0, 1671440.0, 924741.0]",3.578218798014338
lucht,1.0,"(3.871981353843369,)","(5.09891273837831,)",3.871981353843369,3.871981353843369,3.871981353843369,5.09891273837831,"['lu', 'uc', 'ch', 'ht']","[273011.0, 94927.0, 1999086.0, 373636.0]",4.945786730584917
vloog,1.0,"(2.8536982117761744,)","(4.080629596311116,)",2.8536982117761744,2.8536982117761744,2.8536982117761744,4.080629596311116,"['vl', 'lo', 'oo', 'og']","[105784.0, 1188135.0, 3901750.0, 285914.0]",4.19119289835918
lelijk,2.0,"(5.5573243025633445, 5.323099399735069)","(6.784255687098286, 6.55003078427001)",5.323099399735069,5.5573243025633445,5.440211851149207,6.55003078427001,"['le', 'el', 'li', 'ij', 'jk']","[4397946.0, 4671207.0, 3369152.0, 1639122.0, 518095.0]",4.4623728713454085
borrels,2.0,"(3.797198269838959, 3.406028944963615)","(5.0241296543739, 4.632960329498556)",3.406028944963615,3.797198269838959,3.601613607401287,4.632960329498556,"['bo', 'or', 'rr', 're', 'el', 'ls']","[1606593.0, 2597583.0, 200692.0, 1607974.0, 4671207.0, 114609.0]",3.230563590258454
drinkt,1.0,"(3.166430113843283,)","(4.393361498378224,)",3.166430113843283,3.166430113843283,3.166430113843283,4.393361498378224,"['dr', 'ri', 'in', 'nk', 'kt']","[486140.0, 1787712.0, 2264626.0, 476574.0, 179298.0]",4.45998943817915
tegen,2.0,"(5.910038726309899, 5.7314662752592405)","(7.13697011084484, 6.958397659794182)",5.7314662752592405,5.910038726309899,5.82075250078457,6.958397659794182,"['te', 'eg', 'ge', 'en']","[3522714.0, 1125580.0, 3692145.0, 8542439.0]",6.009861792414411
boom,1.0,"(3.525563058270067,)","(4.752494442805008,)",3.525563058270067,3.525563058270067,3.525563058270067,4.752494442805008,"['bo', 'oo', 'om']","[1606593.0, 3901750.0, 2473734.0]",4.714578552926017
gereden,3.0,"(6.125745990776331, 5.252083235452522, 5.692720929176541)","(7.352677375311273, 6.479014619987463, 6.919652313711482)",5.252083235452522,6.125745990776331,5.690183385135132,6.479014619987463,"['ge', 'er', 're', 'ed', 'de', 'en']","[3692145.0, 6799370.0, 1607974.0, 636500.0, 2559661.0, 8542439.0]",4.287976091543908
ring,1.0,"(4.418019405728941,)","(5.6449507902638825,)",4.418019405728941,4.418019405728941,4.418019405728941,5.6449507902638825,"['ri', 'in', 'ng']","[1787712.0, 2264626.0, 2927082.0]",4.715337809206643
diamant,3.0,"(4.903502370898396, 5.254656818372799, 3.2624510897304293)","(6.130433755433337, 6.48158820290774, 4.489382474265371)",3.2624510897304293,5.254656818372799,4.473536759667208,4.489382474265371,"['di', 'ia', 'am', 'ma', 'an', 'nt']","[1050254.0, 112581.0, 930317.0, 957657.0, 4143386.0, 1477178.0]",4.045698406895268
bevat,2.0,"(5.7420971887829415, 3.513617073787875)","(6.969028573317883, 4.740548458322817)",3.513617073787875,5.7420971887829415,4.627857131285408,4.740548458322817,"['be', 'ev', 'va', 'at']","[2443609.0, 317289.0, 313419.0, 996808.0]",3.9859302018917786
oogarts,2.0,"(3.7169210731667612, 3.437750562820388)","(4.943852457701702, 4.664681947355329)",3.437750562820388,3.716921073166761,3.577335817993575,4.664681947355329,"['oo', 'og', 'ga', 'ar', 'rt', 'ts']","[3901750.0, 285914.0, 446758.0, 1754491.0, 1154116.0, 235160.0]",2.9465669338932536
anne,2.0,"(5.094111105508989, 5.210168644978889)","(6.321042490043931, 6.4371000295138305)",5.094111105508989,5.210168644978889,5.15213987524394,6.321042490043931,"['an', 'nn', 'ne']","[4143386.0, 746302.0, 1475977.0]",4.236315919147546
aanbiedt,2.0,"(5.419826927220304, 3.0398105541483504)","(6.646758311755246, 4.266741938683292)",3.0398105541483504,5.419826927220304,4.229818740684327,4.266741938683292,"['aa', 'an', 'nb', 'bi', 'ie', 'ed', 'dt']","[2730922.0, 4143386.0, 79637.0, 743491.0, 2076673.0, 636500.0, 71691.0]",3.528688595279029
rijk,1.0,"(4.233579856679016,)","(5.460511241213958,)",4.233579856679016,4.233579856679016,4.233579856679016,5.460511241213958,"['ri', 'ij', 'jk']","[1787712.0, 1639122.0, 518095.0]",4.89482939040613
kleurige,3.0,"(3.15106325335375, 4.870825118775824, 6.125745990776331)","(4.377994637888691, 6.097756503310765, 7.352677375311273)",3.15106325335375,6.125745990776331,4.715878120968635,4.377994637888691,"['kl', 'le', 'eu', 'ur', 'ri', 'ig', 'ge']","[549706.0, 4397946.0, 135956.0, 346154.0, 1787712.0, 960409.0, 3692145.0]",2.531593585922436
papegaai,3.0,"(4.816499810592357, 4.643600706192297, 2.3979400086720375)","(6.043431195127299, 5.870532090727238, 3.6248713932069787)",2.397940008672037,4.816499810592357,3.95268017515223,3.6248713932069783,"['pa', 'ap', 'pe', 'eg', 'ga', 'aa', 'ai']","[319786.0, 270616.0, 1062538.0, 1125580.0, 446758.0, 2730922.0, 444826.0]",3.5168703291017294
gekocht,2.0,"(6.125745990776331, 3.836640541572774)","(7.352677375311273, 5.063571926107715)",3.836640541572774,6.125745990776331,4.981193266174553,5.063571926107715,"['ge', 'ek', 'ko', 'oc', 'ch', 'ht']","[3692145.0, 762098.0, 466342.0, 270017.0, 1999086.0, 373636.0]",4.804672059031955
zak,1.0,"(4.35071308475223,)","(5.57764446928717,)",4.35071308475223,4.35071308475223,4.35071308475223,5.57764446928717,"['za', 'ak']","[308657.0, 762048.0]",4.982560790867744
pitjes,2.0,"(3.0982975364946976, 4.5906746805752014)","(4.325228921029639, 5.817606065110143)",3.0982975364946976,4.5906746805752014,3.8444861085349498,4.325228921029639,"['pi', 'it', 'tj', 'je', 'es']","[1566256.0, 333345.0, 104770.0, 913788.0, 1784615.0]",2.2006003668810115
reus,1.0,"(2.851869600729766,)","(4.078800985264707,)",2.851869600729766,2.851869600729766,2.851869600729766,4.078800985264707,"['re', 'eu', 'us']","[1607974.0, 135956.0, 727825.0]",3.870050079527041
wees,1.0,"(4.037306950897091,)","(5.264238335432033,)",4.037306950897091,4.037306950897091,4.037306950897091,5.264238335432033,"['we', 'ee', 'es']","[1965886.0, 944702.0, 1784615.0]",5.364953222665449
dwerg,1.0,"(2.680335513414563,)","(3.9072668979495044,)",2.680335513414563,2.680335513414563,2.680335513414563,3.907266897949504,"['dw', 'we', 'er', 'rg']","[46501.0, 1965886.0, 6799370.0, 709881.0]",3.9509985486923287
knuppel,2.0,"(2.717670503002262, 4.036708721569886)","(3.9446018875372033, 5.263640106104827)",2.717670503002262,4.036708721569886,3.377189612286074,3.9446018875372033,"['kn', 'nu', 'up', 'pp', 'pe', 'el']","[81592.0, 53323.0, 51653.0, 297911.0, 1062538.0, 4671207.0]",3.862007359271627
patricia,4.0,"(4.816499810592357, 3.8298824464434933, 4.489339625857985, 5.254656818372799)","(6.043431195127299, 5.0568138309784345, 5.716271010392926, 6.48158820290774)",3.829882446443493,5.254656818372799,4.5975946753166586,5.0568138309784345,"['pa', 'at', 'tr', 'ri', 'ic', 'ci', 'ia']","[319786.0, 996808.0, 1199332.0, 1787712.0, 911860.0, 1877307.0, 112581.0]",3.5108383643318164
geleerd,2.0,"(6.125745990776331, 3.763502865467597)","(7.352677375311273, 4.990434250002538)",3.763502865467597,6.125745990776331,4.944624428121964,4.990434250002538,"['ge', 'el', 'le', 'ee', 'er', 'rd']","[3692145.0, 4671207.0, 4397946.0, 944702.0, 6799370.0, 823655.0]",4.943998127873964
haalde,2.0,"(4.42129125391886, 6.234172950952972)","(5.648222638453802, 7.461104335487914)",4.42129125391886,6.234172950952972,5.327732102435917,5.648222638453802,"['ha', 'aa', 'al', 'ld', 'de']","[1299761.0, 2730922.0, 2558689.0, 840998.0, 2559661.0]",4.372117874423932
moeilijke,3.0,"(4.245068275718399, 4.662814475093854, 5.232299665207751)","(5.47199966025334, 5.889745859628795, 6.459231049742693)",4.245068275718399,5.232299665207751,4.713394138673334,5.47199966025334,"['mo', 'oe', 'ei', 'il', 'li', 'ij', 'jk', 'ke']","[1055897.0, 837795.0, 2483878.0, 2591190.0, 3369152.0, 1639122.0, 518095.0, 3143026.0]",4.422573182912124
tentamen,3.0,"(5.77026494944033, 4.7366832809904, 5.440447792666458)","(6.997196333975271, 5.963614665525341, 6.667379177201399)",4.7366832809904,5.77026494944033,5.3157986743657295,5.963614665525341,"['te', 'en', 'nt', 'ta', 'am', 'me', 'en']","[3522714.0, 8542439.0, 1477178.0, 892070.0, 930317.0, 1659354.0, 8542439.0]",3.0456984068952684
punt,1.0,"(3.759365621655929,)","(4.98629700619087,)",3.759365621655929,3.759365621655929,3.759365621655929,4.98629700619087,"['pu', 'un', 'nt']","[45003.0, 125750.0, 1477178.0]",4.864301292270659
trui,1.0,"(2.8221680793680175,)","(4.049099463902959,)",2.822168079368017,2.822168079368017,2.822168079368017,4.049099463902959,"['tr', 'ru', 'ui']","[1199332.0, 1082518.0, 687028.0]",4.062220109203514
droger,2.0,"(3.8066547239918607, 4.7599623097917805)","(5.033586108526801, 5.986893694326722)",3.8066547239918607,4.7599623097917805,4.283308516891821,5.033586108526801,"['dr', 'ro', 'og', 'ge', 'er']","[486140.0, 1417238.0, 285914.0, 3692145.0, 6799370.0]",3.299984999016923
terecht,2.0,"(5.910038726309899, 4.237995892771852)","(7.13697011084484, 5.464927277306792)",4.237995892771852,5.910038726309899,5.074017309540875,5.464927277306792,"['te', 'er', 're', 'ec', 'ch', 'ht']","[3522714.0, 6799370.0, 1607974.0, 411920.0, 1999086.0, 373636.0]",4.648643810317686
gekomen,3.0,"(6.125745990776331, 5.1102293320630805, 5.440447792666458)","(7.352677375311273, 6.337160716598022, 6.667379177201399)",5.1102293320630805,6.125745990776331,5.558807705168623,6.337160716598022,"['ge', 'ek', 'ko', 'om', 'me', 'en']","[3692145.0, 762098.0, 466342.0, 2473734.0, 1659354.0, 8542439.0]",5.307955723289788
paste,2.0,"(4.418002818524436, 5.910038726309899)","(5.644934203059377, 7.13697011084484)",4.418002818524436,5.910038726309899,5.164020772417167,5.644934203059377,"['pa', 'as', 'st', 'te']","[319786.0, 504791.0, 2307098.0, 3522714.0]",3.751701673962491
rotterdam,3.0,"(4.087923320925297, 5.393873404149383, 3.415974411376566)","(5.314854705460238, 6.620804788684325, 4.642905795911507)",3.415974411376566,5.393873404149383,4.299257045483749,4.642905795911507,"['ro', 'ot', 'tt', 'te', 'er', 'rd', 'da', 'am']","[1417238.0, 1595020.0, 519286.0, 3522714.0, 6799370.0, 823655.0, 1096946.0, 930317.0]",2.6979250076889607
samen,2.0,"(4.698422448256003, 5.440447792666458)","(5.925353832790944, 6.667379177201399)",4.698422448256003,5.440447792666458,5.069435120461231,5.925353832790944,"['sa', 'am', 'me', 'en']","[319876.0, 930317.0, 1659354.0, 8542439.0]",5.565258549125613
dingen,2.0,"(4.559954478540861, 5.7314662752592405)","(5.786885863075802, 6.958397659794182)",4.559954478540861,5.7314662752592405,5.14571037690005,5.786885863075802,"['di', 'in', 'ng', 'ge', 'en']","[1050254.0, 2264626.0, 2927082.0, 3692145.0, 8542439.0]",5.704527171074522
tot,1.0,"(4.724062767202917,)","(5.950994151737858,)",4.724062767202917,4.724062767202917,4.724062767202917,5.950994151737858,"['to', 'ot']","[2236591.0, 1595020.0]",6.049940794907374
stand,1.0,"(3.98344585734134,)","(5.210377241876281,)",3.98344585734134,3.98344585734134,3.98344585734134,5.210377241876281,"['st', 'ta', 'an', 'nd']","[2307098.0, 892070.0, 4143386.0, 2576478.0]",4.193090765102266
kortere,3.0,"(3.543322900646912, 5.910038726309899, 5.252083235452522)","(4.770254285181854, 7.13697011084484, 6.479014619987463)",3.543322900646912,5.910038726309899,4.901814954136444,4.770254285181854,"['ko', 'or', 'rt', 'te', 'er', 're']","[466342.0, 2597583.0, 1154116.0, 3522714.0, 6799370.0, 1607974.0]",3.528688595279029
termijn,2.0,"(5.393873404149383, 5.292984454514687)","(6.620804788684325, 6.519915839049628)",5.292984454514687,5.393873404149383,5.343428929332035,6.519915839049628,"['te', 'er', 'rm', 'mi', 'ij', 'jn']","[3522714.0, 6799370.0, 1049306.0, 342154.0, 1639122.0, 79695.0]",3.796411408931972
vertrok,2.0,"(5.884176605805033, 3.9674075565974727)","(7.111107990339974, 5.194338941132414)",3.9674075565974727,5.884176605805033,4.925792081201253,5.194338941132414,"['ve', 'er', 'rt', 'tr', 'ro', 'ok']","[1767776.0, 6799370.0, 1154116.0, 1199332.0, 1417238.0, 155024.0]",4.34182610391752
gezelschap,3.0,"(6.125745990776331, 3.9403670459856652, 4.243236537941076)","(7.352677375311273, 5.1672984305206064, 5.470167922476017)",3.940367045985665,6.125745990776331,4.769783191567691,5.1672984305206064,"['ge', 'ez', 'ze', 'el', 'ls', 'sc', 'ch', 'ha', 'ap']","[3692145.0, 100963.0, 1671440.0, 4671207.0, 114609.0, 1079447.0, 1999086.0, 1299761.0, 270616.0]",4.563405857252806
bus,1.0,"(3.767971721381619,)","(4.99490310591656,)",3.767971721381619,3.767971721381619,3.767971721381619,4.99490310591656,"['bu', 'us']","[200521.0, 727825.0]",4.808208553377783
lezers,2.0,"(5.5573243025633445, 3.0013009330204183)","(6.784255687098286, 4.228232317555359)",3.0013009330204183,5.5573243025633445,4.279312617791882,4.228232317555359,"['le', 'ez', 'ze', 'er', 'rs']","[4397946.0, 100963.0, 1671440.0, 6799370.0, 834594.0]",3.492222894023161
groten,2.0,"(4.4131823713296505, 5.77026494944033)","(5.640113755864592, 6.997196333975271)",4.4131823713296505,5.77026494944033,5.09172366038499,5.640113755864592,"['gr', 'ro', 'ot', 'te', 'en']","[789301.0, 1417238.0, 1595020.0, 3522714.0, 8542439.0]",3.3286301804664533
getale,3.0,"(6.125745990776331, 4.7366832809904, 5.5573243025633445)","(7.352677375311273, 5.963614665525341, 6.784255687098286)",4.7366832809904,6.125745990776331,5.473251191443359,5.963614665525341,"['ge', 'et', 'ta', 'al', 'le']","[3692145.0, 1684914.0, 892070.0, 2558689.0, 4397946.0]",2.3968950120249795
bezwaar,2.0,"(5.7420971887829415, 3.7782959910888336)","(6.969028573317883, 5.005227375623775)",3.7782959910888336,5.7420971887829415,4.760196589935887,5.005227375623775,"['be', 'ez', 'zw', 'wa', 'aa', 'ar']","[2443609.0, 100963.0, 26656.0, 409327.0, 2730922.0, 1754491.0]",4.314066210088722
schrijnende,3.0,"(3.9110510203281263, 5.411840163863845, 6.234172950952972)","(5.137982404863068, 6.638771548398786, 7.461104335487914)",3.9110510203281263,6.234172950952972,5.185688045048314,5.137982404863068,"['sc', 'ch', 'hr', 'ri', 'ij', 'jn', 'ne', 'en', 'nd', 'de']","[1079447.0, 1999086.0, 36490.0, 1787712.0, 1639122.0, 79695.0, 1475977.0, 8542439.0, 2576478.0, 2559661.0]",2.30974483630608
situatie,4.0,"(4.651878631030323, 4.3182512102012, 5.254656818372799, 4.992080528828386)","(5.878810015565264, 5.545182594736141, 6.48158820290774, 6.219011913363327)",4.3182512102012,5.254656818372799,4.804216797108176,5.545182594736141,"['si', 'it', 'tu', 'ua', 'at', 'ti', 'ie']","[1091620.0, 333345.0, 118674.0, 213527.0, 996808.0, 1353437.0, 2076673.0]",4.844616696245674
waaraan,2.0,"(5.468673667231199, 5.419826927220304)","(6.69560505176614, 6.646758311755246)",5.419826927220304,5.468673667231199,5.444250297225752,6.646758311755246,"['wa', 'aa', 'ar', 'ra', 'aa', 'an']","[409327.0, 2730922.0, 1754491.0, 2220035.0, 2730922.0, 4143386.0]",4.1278240335896745
nederlandse,4.0,"(5.210168644978889, 5.479156216100646, 4.434872165596942, 4.956590989378359)","(6.4371000295138305, 6.706087600635588, 5.661803550131882, 6.1835223739133)",4.434872165596942,5.479156216100646,5.020197004013709,5.661803550131882,"['ne', 'ed', 'de', 'er', 'rl', 'la', 'an', 'nd', 'ds', 'se']","[1475977.0, 636500.0, 2559661.0, 6799370.0, 344538.0, 2444604.0, 4143386.0, 2576478.0, 357110.0, 763112.0]",3.295021579485373
politiek,3.0,"(4.619124648811094, 4.999965255051631, 3.610766594773271)","(5.846056033346034, 6.226896639586572, 4.837697979308212)",3.610766594773271,4.999965255051631,4.409952166211999,4.837697979308212,"['po', 'ol', 'li', 'it', 'ti', 'ie', 'ek']","[490468.0, 2233880.0, 3369152.0, 333345.0, 1353437.0, 2076673.0, 762098.0]",4.486157675888785
nauwelijks,3.0,"(3.2931414834509307, 5.758833954513728, 3.768268016451548)","(4.520072867985872, 6.985765339048669, 4.99519940098649)",3.2931414834509307,5.758833954513728,4.273414484805403,4.520072867985872,"['na', 'au', 'uw', 'we', 'el', 'li', 'ij', 'jk', 'ks']","[523332.0, 611780.0, 98896.0, 1965886.0, 4671207.0, 3369152.0, 1639122.0, 518095.0, 117147.0]",4.516270888727883
doet,1.0,"(4.578788150870558,)","(5.805719535405499,)",4.578788150870558,4.578788150870558,4.578788150870558,5.805719535405499,"['do', 'oe', 'et']","[394555.0, 837795.0, 1684914.0]",5.918104441645213
dagen,2.0,"(4.8120639819955855, 5.7314662752592405)","(6.038995366530527, 6.958397659794182)",4.8120639819955855,5.7314662752592405,5.271765128627413,6.038995366530527,"['da', 'ag', 'ge', 'en']","[1096946.0, 400262.0, 3692145.0, 8542439.0]",5.458929724249522
meest,1.0,"(3.7224693858840308,)","(4.949400770418972,)",3.722469385884031,3.722469385884031,3.722469385884031,4.949400770418972,"['me', 'ee', 'es', 'st']","[1659354.0, 944702.0, 1784615.0, 2307098.0]",4.7669536690046925
succesvolle,4.0,"(3.737987326333431, 3.939419403329317, 4.810293019203876, 5.5573243025633445)","(4.964918710868372, 5.166350787864259, 6.0372244037388185, 6.784255687098286)",3.737987326333431,5.5573243025633445,4.511256012857492,4.964918710868372,"['su', 'uc', 'cc', 'ce', 'es', 'sv', 'vo', 'ol', 'll', 'le']","[38749.0, 94927.0, 33482.0, 173200.0, 1784615.0, 39865.0, 2123358.0, 2233880.0, 2754440.0, 4397946.0]",3.78847161774116
nederland,3.0,"(5.210168644978889, 5.479156216100646, 4.434872165596942)","(6.4371000295138305, 6.706087600635588, 5.661803550131882)",4.434872165596942,5.479156216100646,5.041399008892159,5.661803550131882,"['ne', 'ed', 'de', 'er', 'rl', 'la', 'an', 'nd']","[1475977.0, 636500.0, 2559661.0, 6799370.0, 344538.0, 2444604.0, 4143386.0, 2576478.0]",3.4793539678338403
toezicht,2.0,"(4.799698866883532, 4.105612359686785)","(6.026630251418473, 5.332543744221726)",4.105612359686785,4.799698866883532,4.452655613285159,5.332543744221726,"['to', 'oe', 'ez', 'zi', 'ic', 'ch', 'ht']","[2236591.0, 837795.0, 100963.0, 123482.0, 911860.0, 1999086.0, 373636.0]",3.900809443332579
accountants,3.0,"(4.187802638718419, 2.8680563618230415, 1.8512583487190752)","(5.414734023253361, 4.094987746357983, 3.0781897332540167)",1.8512583487190752,4.187802638718419,2.9690391164201784,3.0781897332540167,"['ac', 'cc', 'co', 'ou', 'un', 'nt', 'ta', 'an', 'nt', 'ts']","[404620.0, 33482.0, 488809.0, 846499.0, 125750.0, 1477178.0, 892070.0, 4143386.0, 1477178.0, 235160.0]",2.9465669338932536
ter,1.0,"(5.393873404149383,)","(6.620804788684325,)",5.393873404149383,5.393873404149383,5.393873404149383,6.620804788684325,"['te', 'er']","[3522714.0, 6799370.0]",4.88222919418139
regionale,5.0,"(5.252083235452522, 4.1946253294838645, 5.468992384083093, 5.202455621138131, 5.5573243025633445)","(6.479014619987463, 5.421556714018806, 6.695923768618035, 6.429387005673073, 6.784255687098286)",4.1946253294838645,5.5573243025633445,5.135096174544191,5.421556714018806,"['re', 'eg', 'gi', 'io', 'on', 'na', 'al', 'le']","[1607974.0, 1125580.0, 669114.0, 757588.0, 2451854.0, 523332.0, 2558689.0, 4397946.0]",3.3968950120249795
problemen,3.0,"(4.946835297066627, 4.175627764367181, 5.440447792666458)","(6.173766681601569, 5.402559148902123, 6.667379177201399)",4.175627764367181,5.440447792666458,4.854303618033423,5.402559148902123,"['pr', 'ro', 'ob', 'bl', 'le', 'em', 'me', 'en']","[242781.0, 1417238.0, 95880.0, 152155.0, 4397946.0, 924741.0, 1659354.0, 8542439.0]",5.362994060162091
zoals,2.0,"(5.424349054564449, 5.550692983024587)","(6.651280439099391, 6.777624367559529)",5.424349054564449,5.550692983024587,5.487521018794518,6.651280439099391,"['zo', 'oa', 'al', 'ls']","[40239.0, 24840.0, 2558689.0, 114609.0]",5.8607337277688885
