Word,n_syllables,Log10_Syllable_FREQcounts,Syllable_Zipfs,Min_Log10_FreqCount,Max_Log10_FreqCount,Mean_Log10_FreqCount,Min_Syll_Zipf,Bigrams,Bigram Occurrence Counts,Zipf
winnen,2.0,"(4.297388411880627, 5.411840163863845)","(5.524319796415568, 6.638771548398786)",4.297388411880627,5.411840163863845,4.854614287872236,5.524319796415568,"['wi', 'in', 'nn', 'ne', 'en']","[658045.0, 2264626.0, 746302.0, 1475977.0, 8542439.0]",5.062902158000004
ik,1.0,"(6.241737438532683,)","(7.468668823067624,)",6.241737438532683,6.241737438532683,6.241737438532683,7.468668823067624,['ik'],[157922.0],7.597064495570062
sprak,1.0,"(3.393399695293102,)","(4.620331079828043,)",3.393399695293102,3.393399695293102,3.393399695293102,4.620331079828043,"['sp', 'pr', 'ra', 'ak']","[1518373.0, 242781.0, 2220035.0, 762048.0]",4.725274615463717
nog,1.0,"(5.263531920094581,)","(6.490463304629523,)",5.263531920094581,5.263531920094581,5.263531920094581,6.490463304629523,"['no', 'og']","[847517.0, 285914.0]",6.6011112197290585
hans,1.0,"(2.6384892569546374,)","(3.8654206414895786,)",2.638489256954637,2.638489256954637,2.638489256954637,3.865420641489578,"['ha', 'an', 'ns']","[1299761.0, 4143386.0, 612425.0]",3.8753303206424734
scheve,2.0,"(4.44015312977356, 4.7110813932144335)","(5.6670845143085025, 5.938012777749375)",4.44015312977356,4.7110813932144335,4.575617261493997,5.667084514308503,"['sc', 'ch', 'he', 'ev', 've']","[1079447.0, 1999086.0, 822995.0, 317289.0, 1767776.0]",2.874016266744642
torens,2.0,"(4.820208029700418, 2.8363241157067516)","(6.0471394142353585, 4.063255500241693)",2.836324115706752,4.820208029700418,3.8282660727035847,4.063255500241693,"['to', 'or', 're', 'en', 'ns']","[2236591.0, 2597583.0, 1607974.0, 8542439.0, 612425.0]",3.42738433417288
ontworpen,3.0,"(4.835836368521794, 4.753222912415633, 5.250193036344548)","(6.062767753056736, 5.980154296950574, 6.477124420879489)",4.753222912415633,5.250193036344548,4.946417439093992,5.980154296950574,"['on', 'nt', 'tw', 'wo', 'or', 'rp', 'pe', 'en']","[2451854.0, 1477178.0, 57710.0, 933919.0, 2597583.0, 40052.0, 1062538.0, 8542439.0]",4.061366039150673
zwerver,2.0,"(2.8603380065709936, 5.884176605805033)","(4.087269391105935, 7.111107990339974)",2.8603380065709936,5.884176605805033,4.372257306188013,4.087269391105935,"['zw', 'we', 'er', 'rv', 've', 'er']","[26656.0, 1965886.0, 6799370.0, 59129.0, 1767776.0, 6799370.0]",3.828258776183967
hulpverlener,4.0,"(4.07291131585408, 5.884176605805033, 5.5573243025633445, 4.446707993247412)","(5.299842700389021, 7.111107990339974, 6.784255687098286, 5.673639377782354)",4.07291131585408,5.884176605805033,4.990280054367467,5.299842700389021,"['hu', 'ul', 'lp', 'pv', 've', 'er', 'rl', 'le', 'en', 'ne', 'er']","[187605.0, 1284792.0, 23629.0, 13913.0, 1767776.0, 6799370.0, 344538.0, 4397946.0, 8542439.0, 1475977.0, 6799370.0]",2.5859512482450286
hielp,1.0,"(3.1264561134318045,)","(4.353387497966746,)",3.1264561134318045,3.1264561134318045,3.1264561134318045,4.353387497966746,"['hi', 'ie', 'el', 'lp']","[484018.0, 2076673.0, 4671207.0, 23629.0]",4.479027307809487
bereden,3.0,"(5.7420971887829415, 5.252083235452522, 5.692720929176541)","(6.969028573317883, 6.479014619987463, 6.919652313711482)",5.252083235452522,5.7420971887829415,5.562300451137335,6.479014619987463,"['be', 'er', 're', 'ed', 'de', 'en']","[2443609.0, 6799370.0, 1607974.0, 636500.0, 2559661.0, 8542439.0]",2.96828618358649
politie,3.0,"(4.619124648811094, 4.999965255051631, 4.992080528828386)","(5.846056033346034, 6.226896639586572, 6.219011913363327)",4.619124648811094,4.999965255051631,4.87039014423037,5.846056033346034,"['po', 'ol', 'li', 'it', 'ti', 'ie']","[490468.0, 2233880.0, 3369152.0, 333345.0, 1353437.0, 2076673.0]",5.535599515846849
zag,1.0,"(4.331042436293782,)","(5.557973820828723,)",4.331042436293782,4.331042436293782,4.331042436293782,5.557973820828723,"['za', 'ag']","[308657.0, 400262.0]",5.660272815390013
rende,2.0,"(5.482819293405307, 6.234172950952972)","(6.7097506779402485, 7.461104335487914)",5.482819293405307,6.234172950952972,5.85849612217914,6.7097506779402485,"['re', 'en', 'nd', 'de']","[1607974.0, 8542439.0, 2576478.0, 2559661.0]",4.257505218217484
hij,1.0,"(5.589334007763701,)","(6.816265392298641,)",5.589334007763701,5.589334007763701,5.589334007763701,6.816265392298641,"['hi', 'ij']","[484018.0, 1639122.0]",6.9444817770030856
weg,1.0,"(4.9745116927373285,)","(6.20144307727227,)",4.9745116927373285,4.9745116927373285,4.9745116927373285,6.20144307727227,"['we', 'eg']","[1965886.0, 1125580.0]",6.167030415675836
heilsoldaat,,,,,,,,"['he', 'ei', 'il', 'ls', 'so', 'ol', 'ld', 'da', 'aa', 'at']","[822995.0, 2483878.0, 2591190.0, 114609.0, 369446.0, 2233880.0, 840998.0, 1096946.0, 2730922.0, 996808.0]",
zieke,2.0,"(4.727907081406697, 5.232299665207751)","(5.954838465941638, 6.459231049742693)",4.727907081406697,5.232299665207751,4.980103373307224,5.954838465941638,"['zi', 'ie', 'ek', 'ke']","[123482.0, 2076673.0, 762098.0, 3143026.0]",4.215240893063902
huisvestte,3.0,"(4.707544628612303, 2.7323937598229686, 5.910038726309899)","(5.934476013147243, 3.95932514435791, 7.13697011084484)",2.7323937598229686,5.910038726309899,4.449992371581723,3.95932514435791,"['hu', 'ui', 'is', 'sv', 've', 'es', 'st', 'tt', 'te']","[187605.0, 687028.0, 3439538.0, 39865.0, 1767776.0, 1784615.0, 2307098.0, 519286.0, 3522714.0]",1.832623581586417
kamer,2.0,"(4.809822231941043, 4.71980344979416)","(6.036753616475984, 5.946734834329101)",4.71980344979416,4.809822231941043,4.764812840867601,5.946734834329101,"['ka', 'am', 'me', 'er']","[424843.0, 930317.0, 1659354.0, 6799370.0]",5.436020587393872
binnenkwam,3.0,"(4.649753371405955, 5.411840163863845, 4.3781979704459175)","(5.876684755940897, 6.638771548398786, 5.605129354980859)",4.3781979704459175,5.411840163863845,4.813263835238573,5.605129354980859,"['bi', 'in', 'nn', 'ne', 'en', 'nk', 'kw', 'wa', 'am']","[743491.0, 2264626.0, 746302.0, 1475977.0, 8542439.0, 476574.0, 131960.0, 409327.0, 930317.0]",3.9272111586754415
schrok,1.0,"(2.951823035315912,)","(4.178754419850853,)",2.951823035315912,2.951823035315912,2.951823035315912,4.178754419850853,"['sc', 'ch', 'hr', 'ro', 'ok']","[1079447.0, 1999086.0, 36490.0, 1417238.0, 155024.0]",4.024819207432866
grootvader,3.0,"(4.256669648687233, 4.78895984789585, 5.479156216100646)","(5.4836010332221745, 6.015891232430791, 6.706087600635588)",4.256669648687233,5.479156216100646,4.8415952375612425,5.483601033222175,"['gr', 'ro', 'oo', 'ot', 'tv', 'va', 'ad', 'de', 'er']","[789301.0, 1417238.0, 3901750.0, 1595020.0, 32599.0, 313419.0, 474501.0, 2559661.0, 6799370.0]",4.296516570572324
slinkse,2.0,"(1.4471580313422192, 4.956590989378359)","(2.6740894158771606, 6.1835223739133)",1.4471580313422192,4.956590989378359,3.201874510360289,2.6740894158771606,"['sl', 'li', 'in', 'nk', 'ks', 'se']","[1064500.0, 3369152.0, 2264626.0, 476574.0, 117147.0, 763112.0]",2.5859512482450286
deugniet,2.0,"(2.4927603890268375, 5.907821274552044)","(3.7196917735617787, 7.134752659086986)",2.492760389026837,5.907821274552044,4.200290831789441,3.7196917735617783,"['de', 'eu', 'ug', 'gn', 'ni', 'ie', 'et']","[2559661.0, 135956.0, 117069.0, 43396.0, 638298.0, 2076673.0, 1684914.0]",3.103690353872955
doorhad,2.0,"(4.9541411622359135, 5.092467992833974)","(6.181072546770855, 6.319399377368915)",4.9541411622359135,5.092467992833974,5.023304577534944,6.181072546770855,"['do', 'oo', 'or', 'rh', 'ha', 'ad']","[394555.0, 3901750.0, 2597583.0, 571432.0, 1299761.0, 474501.0]",3.3467284025592496
voelde,2.0,"(4.400036923514113, 6.234172950952972)","(5.6269683080490545, 7.461104335487914)",4.400036923514113,6.234172950952972,5.317104937233543,5.626968308049055,"['vo', 'oe', 'el', 'ld', 'de']","[2123358.0, 837795.0, 4671207.0, 840998.0, 2559661.0]",4.966588060281628
zich,1.0,"(4.643620439674757,)","(5.870551824209699,)",4.643620439674757,4.643620439674757,4.643620439674757,5.870551824209699,"['zi', 'ic', 'ch']","[123482.0, 911860.0, 1999086.0]",5.836170274688548
bedrogen,3.0,"(5.7420971887829415, 3.8066547239918607, 5.7314662752592405)","(6.969028573317883, 5.033586108526801, 6.958397659794182)",3.8066547239918607,5.7420971887829415,5.093406062678015,5.033586108526801,"['be', 'ed', 'dr', 'ro', 'og', 'ge', 'en']","[2443609.0, 636500.0, 486140.0, 1417238.0, 285914.0, 3692145.0, 8542439.0]",4.128557020231018
goedkope,3.0,"(5.2077662781016985, 5.1102293320630805, 4.643600706192297)","(6.434697662636639, 6.337160716598022, 5.870532090727238)",4.643600706192297,5.2077662781016985,4.987198772119025,5.870532090727238,"['go', 'oe', 'ed', 'dk', 'ko', 'op', 'pe']","[147343.0, 837795.0, 636500.0, 2421.0, 466342.0, 976321.0, 1062538.0]",4.13940590613949
beunhaas,2.0,"(1.0413926851582251, 2.9334872878487053)","(2.268324069693166, 4.1604186723836465)",1.0413926851582251,2.9334872878487053,1.987439986503465,2.268324069693166,"['be', 'eu', 'un', 'nh', 'ha', 'aa', 'as']","[2443609.0, 135956.0, 125750.0, 66106.0, 1299761.0, 2730922.0, 504791.0]",1.957562318194717
achterste,3.0,"(4.708361403664738, 5.393873404149383, 4.967576054695768)","(5.935292788199678, 6.620804788684325, 6.194507439230709)",4.708361403664738,5.393873404149383,5.023270287503297,5.935292788199678,"['ac', 'ch', 'ht', 'te', 'er', 'rs', 'st', 'te']","[404620.0, 1999086.0, 373636.0, 3522714.0, 6799370.0, 834594.0, 2307098.0, 3522714.0]",3.987959619051479
bordes,2.0,"(3.797198269838959, 3.926085086925144)","(5.0241296543739, 5.153016471460085)",3.797198269838959,3.926085086925144,3.861641678382052,5.0241296543739,"['bo', 'or', 'rd', 'de', 'es']","[1606593.0, 2597583.0, 823655.0, 2559661.0, 1784615.0]",2.0544723312027733
repareerde,4.0,"(5.252083235452522, 4.816499810592357, 2.934498451243568, 6.234172950952972)","(6.479014619987463, 6.043431195127299, 4.161429835778509, 7.461104335487914)",2.934498451243568,6.234172950952972,4.809313612060355,4.161429835778509,"['re', 'ep', 'pa', 'ar', 're', 'ee', 'er', 'rd', 'de']","[1607974.0, 189025.0, 319786.0, 1754491.0, 1607974.0, 944702.0, 6799370.0, 823655.0, 2559661.0]",2.874016266744642
judoka,,,,,,,,"['ju', 'ud', 'do', 'ok', 'ka']","[40398.0, 671255.0, 394555.0, 155024.0, 424843.0]",
dwaze,2.0,"(2.8686444383948255, 5.786578947445944)","(4.095575822929767, 7.013510331980886)",2.868644438394825,5.786578947445944,4.327611692920385,4.095575822929767,"['dw', 'wa', 'az', 'ze']","[46501.0, 409327.0, 35320.0, 1671440.0]",3.5703461749144525
belager,3.0,"(5.7420971887829415, 5.12881914219451, 4.7599623097917805)","(6.969028573317883, 6.355750526729452, 5.986893694326722)",4.7599623097917805,5.7420971887829415,5.210292880256411,5.986893694326722,"['be', 'el', 'la', 'ag', 'ge', 'er']","[2443609.0, 4671207.0, 2444604.0, 400262.0, 3692145.0, 6799370.0]",2.8606523051866604
vloerde,2.0,"(3.246498580795801, 6.234172950952972)","(4.473429965330742, 7.461104335487914)",3.246498580795801,6.234172950952972,4.740335765874387,4.473429965330742,"['vl', 'lo', 'oe', 'er', 'rd', 'de']","[105784.0, 1188135.0, 837795.0, 6799370.0, 823655.0, 2559661.0]",2.30974483630608
niet,1.0,"(5.907821274552044,)","(7.134752659086986,)",5.907821274552044,5.907821274552044,5.907821274552044,7.134752659086986,"['ni', 'ie', 'et']","[638298.0, 2076673.0, 1684914.0]",7.259296385631691
houden,2.0,"(4.983423298346872, 5.692720929176541)","(6.210354682881813, 6.919652313711482)",4.983423298346872,5.692720929176541,5.338072113761706,6.210354682881813,"['ho', 'ou', 'ud', 'de', 'en']","[1237078.0, 846499.0, 671255.0, 2559661.0, 8542439.0]",5.697648550500221
bedrieger,3.0,"(5.7420971887829415, 4.424603991276581, 4.7599623097917805)","(6.969028573317883, 5.651535375811522, 5.986893694326722)",4.424603991276581,5.7420971887829415,4.975554496617101,5.651535375811522,"['be', 'ed', 'dr', 'ri', 'ie', 'eg', 'ge', 'er']","[2443609.0, 636500.0, 486140.0, 1787712.0, 2076673.0, 1125580.0, 3692145.0, 6799370.0]",3.917795191323229
simpele,3.0,"(3.597695185925512, 4.643600706192297, 5.5573243025633445)","(4.824626570460453, 5.870532090727238, 6.784255687098286)",3.597695185925512,5.5573243025633445,4.599540064893717,4.824626570460453,"['si', 'im', 'mp', 'pe', 'el', 'le']","[1091620.0, 1019572.0, 51276.0, 1062538.0, 4671207.0, 4397946.0]",4.240297690815735
taxateur,2.0,"(1.6127838567197355, 3.8846254632562345)","(2.8397152412546767, 5.111556847791176)",1.6127838567197357,3.8846254632562345,2.748704659987985,2.8397152412546767,"['ta', 'ax', 'xa', 'at', 'te', 'eu', 'ur']","[892070.0, 18421.0, 47762.0, 996808.0, 3522714.0, 135956.0, 346154.0]",2.55962230952268
misleidde,3.0,"(4.972276912143853, 3.6532125137753435, 6.234172950952972)","(6.199208296678794, 4.880143898310285, 7.461104335487914)",3.653212513775344,6.234172950952972,4.953220792290723,4.880143898310285,"['mi', 'is', 'sl', 'le', 'ei', 'id', 'dd', 'de']","[342154.0, 3439538.0, 1064500.0, 4397946.0, 2483878.0, 469631.0, 203262.0, 2559661.0]",2.7357135685783605
schuldig,2.0,"(4.1103539826640025, 5.012402712931155)","(5.337285367198943, 6.239334097466095)",4.1103539826640025,5.012402712931155,4.561378347797579,5.337285367198943,"['sc', 'ch', 'hu', 'ul', 'ld', 'di', 'ig']","[1079447.0, 1999086.0, 187605.0, 1284792.0, 840998.0, 1050254.0, 960409.0]",4.930459102631262
tante,2.0,"(4.005823753029028, 5.910038726309899)","(5.232755137563968, 7.13697011084484)",4.005823753029028,5.910038726309899,4.957931239669463,5.232755137563968,"['ta', 'an', 'nt', 'te']","[892070.0, 4143386.0, 1477178.0, 3522714.0]",4.7911874648083845
agaat,2.0,"(5.254656818372799, 5.021292690210029)","(6.48158820290774, 6.248224074744971)",5.021292690210029,5.254656818372799,5.137974754291414,6.248224074744971,"['ag', 'ga', 'aa', 'at']","[400262.0, 446758.0, 2730922.0, 996808.0]",1.6565323225307358
wedstrijd,2.0,"(3.9099302597528305, 3.8191489428071344)","(5.136861644287771, 5.046080327342075)",3.8191489428071344,3.9099302597528314,3.8645396012799824,5.046080327342075,"['we', 'ed', 'ds', 'st', 'tr', 'ri', 'ij', 'jd']","[1965886.0, 636500.0, 357110.0, 2307098.0, 1199332.0, 1787712.0, 1639122.0, 163477.0]",4.85683550551232
won,1.0,"(4.134463991534289,)","(5.36139537606923,)",4.134463991534289,4.134463991534289,4.134463991534289,5.36139537606923,"['wo', 'on']","[933919.0, 2451854.0]",4.22649114062733
gladde,2.0,"(2.905256048748451, 6.234172950952972)","(4.132187433283392, 7.461104335487914)",2.905256048748451,6.234172950952972,4.569714499850711,4.132187433283392,"['gl', 'la', 'ad', 'dd', 'de']","[403015.0, 2444604.0, 474501.0, 203262.0, 2559661.0]",3.5910307737743032
pieren,2.0,"(3.888797067456681, 5.482819293405307)","(5.115728451991622, 6.7097506779402485)",3.888797067456681,5.482819293405307,4.685808180430994,5.115728451991622,"['pi', 'ie', 'er', 're', 'en']","[1566256.0, 2076673.0, 6799370.0, 1607974.0, 8542439.0]",2.4694456791735915
gebruikt,2.0,"(6.125745990776331, 3.7836892363473162)","(7.352677375311273, 5.010620620882257)",3.783689236347316,6.125745990776331,4.954717613561824,5.010620620882257,"['ge', 'eb', 'br', 'ru', 'ui', 'ik', 'kt']","[3692145.0, 154238.0, 191839.0, 1082518.0, 687028.0, 157922.0, 179298.0]",5.104310331825356
naaktlopers,,,,,,,,"['na', 'aa', 'ak', 'kt', 'tl', 'lo', 'op', 'pe', 'er', 'rs']","[523332.0, 2730922.0, 762048.0, 179298.0, 314550.0, 1188135.0, 976321.0, 1062538.0, 6799370.0, 834594.0]",
haagse,2.0,"(1.8260748027008264, 4.956590989378359)","(3.0530061872357677, 6.1835223739133)",1.8260748027008264,4.956590989378359,3.391332896039593,3.053006187235768,"['ha', 'aa', 'ag', 'gs', 'se']","[1299761.0, 2730922.0, 400262.0, 1154969.0, 763112.0]",1.6565323225307358
bordeel,2.0,"(3.797198269838959, 4.153601474288411)","(5.0241296543739, 5.3805328588233525)",3.797198269838959,4.153601474288411,3.975399872063685,5.0241296543739,"['bo', 'or', 'rd', 'de', 'ee', 'el']","[1606593.0, 2597583.0, 823655.0, 2559661.0, 944702.0, 4671207.0]",3.7787482008035616
vermaken,3.0,"(5.884176605805033, 5.233899315776511, 5.606547956038138)","(7.111107990339974, 6.460830700311453, 6.83347934057308)",5.233899315776511,5.884176605805033,5.574874625873227,6.460830700311453,"['ve', 'er', 'rm', 'ma', 'ak', 'ke', 'en']","[1767776.0, 6799370.0, 1049306.0, 957657.0, 762048.0, 3143026.0, 8542439.0]",3.964028360443949
hebben,2.0,"(5.670117772996213, 5.5979835231391295)","(6.897049157531154, 6.824914907674071)",5.5979835231391295,5.670117772996213,5.634050648067671,6.824914907674071,"['he', 'eb', 'bb', 'be', 'en']","[822995.0, 154238.0, 74357.0, 2443609.0, 8542439.0]",6.532036340527496
koud,1.0,"(3.6939027410660605,)","(4.920834125601002,)",3.693902741066061,3.693902741066061,3.693902741066061,4.920834125601002,"['ko', 'ou', 'ud']","[466342.0, 846499.0, 671255.0]",4.978441296078245
ontwerper,3.0,"(4.835836368521794, 4.502194887898237, 4.710760288222427)","(6.062767753056736, 5.729126272433179, 5.937691672757369)",4.502194887898237,4.835836368521794,4.68293051488082,5.729126272433179,"['on', 'nt', 'tw', 'we', 'er', 'rp', 'pe', 'er']","[2451854.0, 1477178.0, 57710.0, 1965886.0, 6799370.0, 40052.0, 1062538.0, 6799370.0]",3.462712296514623
koningin,3.0,"(5.1102293320630805, 3.8567892887533164, 4.482959291167214)","(6.337160716598022, 5.083720673288258, 5.709890675702155)",3.856789288753317,5.1102293320630805,4.483325970661204,5.083720673288258,"['ko', 'on', 'ni', 'in', 'ng', 'gi', 'in']","[466342.0, 2451854.0, 638298.0, 2264626.0, 2927082.0, 669114.0, 2264626.0]",4.77097649497599
kleding,2.0,"(3.9968617684906733, 4.527591237920567)","(5.223793153025614, 5.754522622455509)",3.996861768490673,4.527591237920567,4.26222650320562,5.223793153025614,"['kl', 'le', 'ed', 'di', 'in', 'ng']","[549706.0, 4397946.0, 636500.0, 1050254.0, 2264626.0, 2927082.0]",4.348938557364367
verkoopt,2.0,"(5.884176605805033, 3.3246939138617746)","(7.111107990339974, 4.551625298396716)",3.3246939138617746,5.884176605805033,4.604435259833403,4.551625298396716,"['ve', 'er', 'rk', 'ko', 'oo', 'op', 'pt']","[1767776.0, 6799370.0, 2174749.0, 466342.0, 3901750.0, 976321.0, 51860.0]",4.412026050945855
creatief,3.0,"(3.586249638866042, 5.254656818372799, 3.754501229386917)","(4.813181023400983, 6.48158820290774, 4.981432613921858)",3.586249638866042,5.254656818372799,4.198469228875253,4.813181023400983,"['cr', 're', 'ea', 'at', 'ti', 'ie', 'ef']","[70853.0, 1607974.0, 262246.0, 996808.0, 1353437.0, 2076673.0, 169410.0]",3.797982095931203
etaleur,3.0,"(5.300412859229037, 4.7366832809904, 3.414639146737009)","(6.527344243763977, 5.963614665525341, 4.641570531271951)",3.414639146737009,5.300412859229037,4.483911762318815,4.641570531271951,"['et', 'ta', 'al', 'le', 'eu', 'ur']","[1684914.0, 892070.0, 2558689.0, 4397946.0, 135956.0, 346154.0]",1.957562318194717
nam,1.0,"(3.8291107101552946,)","(5.056042094690236,)",3.829110710155295,3.829110710155295,3.829110710155295,5.056042094690236,"['na', 'am']","[523332.0, 930317.0]",5.06110949027136
paspop,2.0,"(4.418002818524436, 3.448551739201578)","(5.644934203059377, 4.6754831237365195)",3.448551739201578,4.418002818524436,3.933277278863007,4.67548312373652,"['pa', 'as', 'sp', 'po', 'op']","[319786.0, 504791.0, 1518373.0, 490468.0, 976321.0]",2.2585923138586983
gang,1.0,"(4.079940597152362,)","(5.306871981687303,)",4.079940597152362,4.079940597152362,4.079940597152362,5.306871981687303,"['ga', 'an', 'ng']","[446758.0, 4143386.0, 2927082.0]",5.040885736668242
stond,1.0,"(3.9304905653062696,)","(5.157421949841211,)",3.9304905653062696,3.9304905653062696,3.9304905653062696,5.157421949841211,"['st', 'to', 'on', 'nd']","[2307098.0, 2236591.0, 2451854.0, 2576478.0]",5.220902445046056
mee,1.0,"(4.9915848851134506,)","(6.218516269648392,)",4.9915848851134506,4.9915848851134506,4.9915848851134506,6.218516269648392,"['me', 'ee']","[1659354.0, 944702.0]",6.14717894352829
fransien,,,,,,,,"['fr', 'ra', 'an', 'ns', 'si', 'ie', 'en']","[384202.0, 2220035.0, 4143386.0, 612425.0, 1091620.0, 2076673.0, 8542439.0]",
duurste,2.0,"(3.4794313371977363, 4.967576054695768)","(4.706362721732678, 6.194507439230709)",3.4794313371977363,4.967576054695768,4.223503695946752,4.706362721732678,"['du', 'uu', 'ur', 'rs', 'st', 'te']","[161799.0, 78760.0, 346154.0, 834594.0, 2307098.0, 3522714.0]",3.3848861045519643
trompet,2.0,"(2.8813846567705728, 3.104145550554008)","(4.108316041305514, 4.33107693508895)",2.8813846567705728,3.104145550554008,2.99276510366229,4.108316041305514,"['tr', 'ro', 'om', 'mp', 'pe', 'et']","[1199332.0, 1417238.0, 2473734.0, 51276.0, 1062538.0, 1684914.0]",3.42738433417288
uitkiest,2.0,"(5.343640943198292, 2.941511432634403)","(6.570572327733233, 4.168442817169344)",2.941511432634403,5.343640943198292,4.142576187916347,4.168442817169344,"['ui', 'it', 'tk', 'ki', 'ie', 'es', 'st']","[687028.0, 333345.0, 23342.0, 312362.0, 2076673.0, 1784615.0, 2307098.0]",2.7704756748375727
geld,1.0,"(4.617168151973799,)","(5.844099536508741,)",4.617168151973799,4.617168151973799,4.617168151973799,5.844099536508741,"['ge', 'el', 'ld']","[3692145.0, 4671207.0, 840998.0]",5.895894375605133
genoeg,2.0,"(6.125745990776331, 4.422704717376792)","(7.352677375311273, 5.649636101911733)",4.422704717376792,6.125745990776331,5.274225354076561,5.649636101911733,"['ge', 'en', 'no', 'oe', 'eg']","[3692145.0, 8542439.0, 847517.0, 837795.0, 1125580.0]",5.775656187341353
kapper,2.0,"(3.475816413031318, 4.710760288222427)","(4.70274779756626, 5.937691672757369)",3.475816413031318,4.710760288222427,4.093288350626873,4.70274779756626,"['ka', 'ap', 'pp', 'pe', 'er']","[424843.0, 270616.0, 297911.0, 1062538.0, 6799370.0]",4.067309555907945
drukke,2.0,"(4.282508823590371, 5.232299665207751)","(5.509440208125312, 6.459231049742693)",4.282508823590371,5.232299665207751,4.757404244399061,5.509440208125312,"['dr', 'ru', 'uk', 'kk', 'ke']","[486140.0, 1082518.0, 56724.0, 65091.0, 3143026.0]",3.89957037121703
teamleider,3.0,"(3.8180938691466357, 4.226419448648603, 5.479156216100646)","(5.045025253681577, 5.453350833183544, 6.706087600635588)",3.818093869146636,5.479156216100646,4.507889844631962,5.045025253681577,"['te', 'ea', 'am', 'ml', 'le', 'ei', 'id', 'de', 'er']","[3522714.0, 262246.0, 930317.0, 39313.0, 4397946.0, 2483878.0, 469631.0, 2559661.0, 6799370.0]",3.2639873457454045
bijknipt,,,,,,,,"['bi', 'ij', 'jk', 'kn', 'ni', 'ip', 'pt']","[743491.0, 1639122.0, 518095.0, 81592.0, 638298.0, 54132.0, 51860.0]",
ervaring,3.0,"(5.670510246781522, 4.78895984789585, 4.418019405728941)","(6.897441631316463, 6.015891232430791, 5.6449507902638825)",4.418019405728941,5.670510246781522,4.959163166802104,5.6449507902638825,"['er', 'rv', 'va', 'ar', 'ri', 'in', 'ng']","[6799370.0, 59129.0, 313419.0, 1754491.0, 1787712.0, 2264626.0, 2927082.0]",4.6741915968145005
joke,1.0,"(1.2041199826559248,)","(2.4310513671908662,)",1.2041199826559248,1.2041199826559248,1.2041199826559248,2.4310513671908662,"['jo', 'ok', 'ke']","[866375.0, 155024.0, 3143026.0]",2.55962230952268
spaanse,2.0,"(2.745855195173729, 4.956590989378359)","(3.97278657970867, 6.1835223739133)",2.745855195173729,4.956590989378359,3.851223092276044,3.97278657970867,"['sp', 'pa', 'aa', 'an', 'ns', 'se']","[1518373.0, 319786.0, 2730922.0, 4143386.0, 612425.0, 763112.0]",4.016367804870624
tamboerijn,3.0,"(2.8494194137968996, 3.9188687433809846, 2.4099331233312946)","(4.07635079833184, 5.145800127915926, 3.636864507866236)",2.4099331233312946,3.918868743380985,3.05940709350306,3.636864507866236,"['ta', 'am', 'mb', 'bo', 'oe', 'er', 'ri', 'ij', 'jn']","[892070.0, 930317.0, 224723.0, 1606593.0, 837795.0, 6799370.0, 1787712.0, 1639122.0, 79695.0]",2.656532322530736
speelt,1.0,"(3.6098077693287025,)","(4.836739153863643,)",3.6098077693287034,3.6098077693287034,3.6098077693287034,4.836739153863643,"['sp', 'pe', 'ee', 'el', 'lt']","[1518373.0, 1062538.0, 944702.0, 4671207.0, 1858662.0]",4.935742835132131
liefst,1.0,"(2.2576785748691846,)","(3.4846099594041258,)",2.257678574869185,2.257678574869185,2.257678574869185,3.4846099594041258,"['li', 'ie', 'ef', 'fs', 'st']","[3369152.0, 2076673.0, 169410.0, 20744.0, 2307098.0]",3.5676899312707127
vooraan,2.0,"(5.592262274998903, 5.419826927220304)","(6.819193659533843, 6.646758311755246)",5.419826927220304,5.592262274998903,5.506044601109603,6.646758311755246,"['vo', 'oo', 'or', 'ra', 'aa', 'an']","[2123358.0, 3901750.0, 2597583.0, 2220035.0, 2730922.0, 4143386.0]",3.85243197493997
behulpzame,4.0,"(5.7420971887829415, 4.07291131585408, 4.520300081549378, 5.690652292689712)","(6.969028573317883, 5.299842700389021, 5.747231466084319, 6.917583677224654)",4.07291131585408,5.7420971887829415,5.006490219719027,5.299842700389021,"['be', 'eh', 'hu', 'ul', 'lp', 'pz', 'za', 'am', 'me']","[2443609.0, 134898.0, 187605.0, 1284792.0, 23629.0, 3356.0, 308657.0, 930317.0, 1659354.0]",2.6979250076889607
serveerster,3.0,"(4.159326520197866, 3.88371820196396, 4.436417104046368)","(5.386257904732808, 5.110649586498901, 5.663348488581309)",3.88371820196396,4.436417104046368,4.159820608736065,5.110649586498901,"['se', 'er', 'rv', 've', 'ee', 'er', 'rs', 'st', 'te', 'er']","[763112.0, 6799370.0, 59129.0, 1767776.0, 944702.0, 6799370.0, 834594.0, 2307098.0, 3522714.0, 6799370.0]",3.9909860736816665
eenvoudige,4.0,"(5.922251990241743, 3.449478399187365, 4.903502370898396, 6.125745990776331)","(7.149183374776684, 4.676409783722306, 6.130433755433337, 7.352677375311273)",3.449478399187365,6.125745990776331,5.100244687775959,4.676409783722306,"['ee', 'en', 'nv', 'vo', 'ou', 'ud', 'di', 'ig', 'ge']","[944702.0, 8542439.0, 112287.0, 2123358.0, 846499.0, 671255.0, 1050254.0, 960409.0, 3692145.0]",3.9725026679876536
