,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.55153704,0.6621629,0.40726617,0.386202,0.96684635,0.49210927,0.7411028,0.5160446,0.19209819
bigrams_clusters:cluster_2,0.55153704,1.0,0.53674924,0.24476185,0.18076228,0.5171749,0.91230696,0.46762624,0.2112347,0.06609708
bigrams_clusters:cluster_3,0.6621629,0.53674924,1.0,0.18407232,0.14713216,0.624382,0.51909006,0.8137976,0.38140547,-0.08174665
bigrams_clusters:cluster_4,0.40726617,0.24476185,0.18407232,1.0,0.7140353,0.45610023,0.22333701,0.28282,0.53394717,0.6328824
bigrams_clusters:cluster_5,0.386202,0.18076228,0.14713216,0.7140353,1.0,0.42641714,0.12381653,0.29068008,0.4318541,0.5532133
visual_clusters:cluster_1,0.96684635,0.5171749,0.624382,0.45610023,0.42641714,1.0,0.44828066,0.7252872,0.5261601,0.24808165
visual_clusters:cluster_2,0.49210927,0.91230696,0.51909006,0.22333701,0.12381653,0.44828066,1.0,0.38644782,0.19270201,0.037904773
visual_clusters:cluster_3,0.7411028,0.46762624,0.8137976,0.28282,0.29068008,0.7252872,0.38644782,1.0,0.60087913,0.03547364
visual_clusters:cluster_4,0.5160446,0.2112347,0.38140547,0.53394717,0.4318541,0.5261601,0.19270201,0.60087913,1.0,0.26045087
visual_clusters:cluster_5,0.19209819,0.06609708,-0.08174665,0.6328824,0.5532133,0.24808165,0.037904773,0.03547364,0.26045087,1.0
