,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6536449,0.6511177,0.32713887,0.1315406,0.97637516,0.5775689,0.7160106,0.47129813,0.26799372
bigrams_clusters:cluster_2,0.6536449,1.0,0.6261994,0.28733683,0.11642756,0.6921806,0.93072414,0.62409157,0.46006534,0.22570114
bigrams_clusters:cluster_3,0.6511177,0.6261994,1.0,0.22584659,0.092432395,0.67822516,0.5369097,0.69812703,0.4445063,0.24952684
bigrams_clusters:cluster_4,0.32713887,0.28733683,0.22584659,1.0,0.7329417,0.3297587,0.3055954,0.37043324,0.68834484,0.72194326
bigrams_clusters:cluster_5,0.1315406,0.11642756,0.092432395,0.7329417,1.0,0.124853276,0.12484005,0.22492781,0.5241192,0.47002518
visual_clusters:cluster_1,0.97637516,0.6921806,0.67822516,0.3297587,0.124853276,1.0,0.5989302,0.71875066,0.4882431,0.27846843
visual_clusters:cluster_2,0.5775689,0.93072414,0.5369097,0.3055954,0.12484005,0.5989302,1.0,0.5909381,0.4392234,0.21793805
visual_clusters:cluster_3,0.7160106,0.62409157,0.69812703,0.37043324,0.22492781,0.71875066,0.5909381,1.0,0.6218554,0.22543396
visual_clusters:cluster_4,0.47129813,0.46006534,0.4445063,0.68834484,0.5241192,0.4882431,0.4392234,0.6218554,1.0,0.56475925
visual_clusters:cluster_5,0.26799372,0.22570114,0.24952684,0.72194326,0.47002518,0.27846843,0.21793805,0.22543396,0.56475925,1.0
