,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.542715,0.673995,0.5258954,0.30332834
cluster_2,0.542715,1.0,0.57063526,0.48431882,0.4274442
cluster_3,0.673995,0.57063526,1.0,0.4856477,0.3212756
cluster_4,0.5258954,0.48431882,0.4856477,1.0,0.35301474
cluster_5,0.30332834,0.4274442,0.3212756,0.35301474,1.0
