,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.55451065,0.7390974,0.46922788,0.08400309
cluster_2,0.55451065,1.0,0.59103453,0.37964913,0.07697312
cluster_3,0.7390974,0.59103453,1.0,0.53775775,0.12739317
cluster_4,0.46922788,0.37964913,0.53775775,1.0,0.5079316
cluster_5,0.08400309,0.07697312,0.12739317,0.5079316,1.0
