,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.5816735,0.42175445,0.43455592,0.37767184
cluster_2,0.5816735,1.0,0.47321174,0.23937918,0.30691922
cluster_3,0.42175445,0.47321174,1.0,0.451543,0.13999143
cluster_4,0.43455592,0.23937918,0.451543,1.0,0.39694515
cluster_5,0.37767184,0.30691922,0.13999143,0.39694515,1.0
