,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.76431257,0.7645918,0.24257943,0.20131578,0.9774007,0.78078014,0.8009667,0.45084524,0.19688603
bigrams_clusters:cluster_2,0.76431257,1.0,0.7501212,0.2672138,0.20836408,0.7526994,0.94326407,0.7502517,0.43091345,0.19843371
bigrams_clusters:cluster_3,0.7645918,0.7501212,1.0,0.23946379,0.17073813,0.7415553,0.71193796,0.8461819,0.39352554,0.10746288
bigrams_clusters:cluster_4,0.24257943,0.2672138,0.23946379,1.0,0.6381971,0.2555159,0.24986999,0.2917033,0.45098478,0.41831404
bigrams_clusters:cluster_5,0.20131578,0.20836408,0.17073813,0.6381971,1.0,0.2349314,0.2261452,0.2226624,0.29906982,0.4273936
visual_clusters:cluster_1,0.9774007,0.7526994,0.7415553,0.2555159,0.2349314,1.0,0.7758447,0.8050212,0.49184084,0.22770032
visual_clusters:cluster_2,0.78078014,0.94326407,0.71193796,0.24986999,0.2261452,0.7758447,1.0,0.7204897,0.43195435,0.21640472
visual_clusters:cluster_3,0.8009667,0.7502517,0.8461819,0.2917033,0.2226624,0.8050212,0.7204897,1.0,0.59358555,0.18814163
visual_clusters:cluster_4,0.45084524,0.43091345,0.39352554,0.45098478,0.29906982,0.49184084,0.43195435,0.59358555,1.0,0.37588295
visual_clusters:cluster_5,0.19688603,0.19843371,0.10746288,0.41831404,0.4273936,0.22770032,0.21640472,0.18814163,0.37588295,1.0
