,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.7595613,0.58138186,0.10083594,0.1574054,0.9605877,0.7538811,0.5309346,0.49138665,0.09804259
bigrams_clusters:cluster_2,0.7595613,1.0,0.57723695,0.11970509,0.112792894,0.7322003,0.9294074,0.42007974,0.48088762,0.08221427
bigrams_clusters:cluster_3,0.58138186,0.57723695,1.0,0.07711982,0.25038043,0.5230836,0.50874484,0.61737305,0.41291055,0.14794627
bigrams_clusters:cluster_4,0.10083594,0.11970509,0.07711982,1.0,0.61807346,0.14632595,0.124464534,0.13851139,0.40828508,0.7008318
bigrams_clusters:cluster_5,0.1574054,0.112792894,0.25038043,0.61807346,1.0,0.19684102,0.081863545,0.27618182,0.35400593,0.5746478
visual_clusters:cluster_1,0.9605877,0.7322003,0.5230836,0.14632595,0.19684102,1.0,0.72432697,0.55423707,0.50528514,0.106541075
visual_clusters:cluster_2,0.7538811,0.9294074,0.50874484,0.124464534,0.081863545,0.72432697,1.0,0.4193034,0.50862896,0.068005346
visual_clusters:cluster_3,0.5309346,0.42007974,0.61737305,0.13851139,0.27618182,0.55423707,0.4193034,1.0,0.39432853,0.102560654
visual_clusters:cluster_4,0.49138665,0.48088762,0.41291055,0.40828508,0.35400593,0.50528514,0.50862896,0.39432853,1.0,0.39435792
visual_clusters:cluster_5,0.09804259,0.08221427,0.14794627,0.7008318,0.5746478,0.106541075,0.068005346,0.102560654,0.39435792,1.0
