,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.6757233,0.7196438,0.14518823,0.12485077,0.97390175,0.6193033,0.7861488,0.43717888,0.07469711
bigrams_clusters:cluster_2,0.6757233,1.0,0.70361495,0.21782438,0.18599214,0.6973866,0.8787462,0.54768735,0.37929925,0.096625715
bigrams_clusters:cluster_3,0.7196438,0.70361495,1.0,0.20157562,0.19127683,0.725174,0.6402862,0.7474953,0.37577718,0.11712475
bigrams_clusters:cluster_4,0.14518823,0.21782438,0.20157562,1.0,0.7310041,0.16284406,0.2400297,0.18775602,0.42275223,0.8123766
bigrams_clusters:cluster_5,0.12485077,0.18599214,0.19127683,0.7310041,1.0,0.1343481,0.24423525,0.19914244,0.30665228,0.55067605
visual_clusters:cluster_1,0.97390175,0.6973866,0.725174,0.16284406,0.1343481,1.0,0.6251554,0.820569,0.43095785,0.06903119
visual_clusters:cluster_2,0.6193033,0.8787462,0.6402862,0.2400297,0.24423525,0.6251554,1.0,0.5396788,0.46332872,0.13679728
visual_clusters:cluster_3,0.7861488,0.54768735,0.7474953,0.18775602,0.19914244,0.820569,0.5396788,1.0,0.49597058,0.01486168
visual_clusters:cluster_4,0.43717888,0.37929925,0.37577718,0.42275223,0.30665228,0.43095785,0.46332872,0.49597058,1.0,0.3742171
visual_clusters:cluster_5,0.07469711,0.096625715,0.11712475,0.8123766,0.55067605,0.06903119,0.13679728,0.01486168,0.3742171,1.0
