,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.83630484,0.5532747,0.79732525,0.14189783
cluster_2,0.83630484,1.0,0.50937647,0.70682776,0.08890763
cluster_3,0.5532747,0.50937647,1.0,0.6291197,0.24462625
cluster_4,0.79732525,0.70682776,0.6291197,1.0,0.3053909
cluster_5,0.14189783,0.08890763,0.24462625,0.3053909,1.0
