,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.64293116,0.8066091,0.6876928,0.1557403
cluster_2,0.64293116,1.0,0.59836334,0.5073569,0.082925
cluster_3,0.8066091,0.59836334,1.0,0.6623845,0.08118748
cluster_4,0.6876928,0.5073569,0.6623845,1.0,0.15923916
cluster_5,0.1557403,0.082925,0.08118748,0.15923916,1.0
