,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.7411791,0.5351184,0.48293158,0.24238722
cluster_2,0.7411791,1.0,0.38503373,0.4465844,0.19219773
cluster_3,0.5351184,0.38503373,1.0,0.42017162,0.033931136
cluster_4,0.48293158,0.4465844,0.42017162,1.0,0.39128083
cluster_5,0.24238722,0.19219773,0.033931136,0.39128083,1.0
