,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6819945,0.78537005,0.4712359,0.3064955
cluster_2,0.6819945,1.0,0.64228076,0.26093838,0.30786702
cluster_3,0.78537005,0.64228076,1.0,0.4858664,0.2882531
cluster_4,0.4712359,0.26093838,0.4858664,1.0,0.3299064
cluster_5,0.3064955,0.30786702,0.2882531,0.3299064,1.0
