,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6860828,0.70265204,0.5951492,0.2697737
cluster_2,0.6860828,1.0,0.65173906,0.6554826,0.24473302
cluster_3,0.70265204,0.65173906,1.0,0.66477233,0.26185033
cluster_4,0.5951492,0.6554826,0.66477233,1.0,0.32958218
cluster_5,0.2697737,0.24473302,0.26185033,0.32958218,1.0
