,auditory_clusters:cluster_1,auditory_clusters:cluster_2,auditory_clusters:cluster_3,auditory_clusters:cluster_4,auditory_clusters:cluster_5,auditory_clusters:cluster_6,auditory_clusters:cluster_7,syllables_clusters:cluster_1,syllables_clusters:cluster_2
auditory_clusters:cluster_1,1.0,0.6020422,0.6598272,0.38981658,0.46971098,0.34458804,0.44783327,0.5717139,0.46537292
auditory_clusters:cluster_2,0.6020422,1.0,0.51222,0.52197397,0.31859213,0.28255084,0.2995998,0.24581124,0.15744704
auditory_clusters:cluster_3,0.6598272,0.51222,1.0,0.2587547,0.41919196,0.4409041,0.11567851,0.33781996,0.27674696
auditory_clusters:cluster_4,0.38981658,0.52197397,0.2587547,1.0,0.2552148,0.3484804,0.28500408,0.006281289,-0.08663877
auditory_clusters:cluster_5,0.46971098,0.31859213,0.41919196,0.2552148,1.0,0.3275927,0.15214233,0.34155604,0.2890381
auditory_clusters:cluster_6,0.34458804,0.28255084,0.4409041,0.3484804,0.3275927,1.0,0.2622541,0.09407358,0.06515879
auditory_clusters:cluster_7,0.44783327,0.2995998,0.11567851,0.28500408,0.15214233,0.2622541,1.0,0.12879375,0.10964146
syllables_clusters:cluster_1,0.5717139,0.24581124,0.33781996,0.006281289,0.34155604,0.09407358,0.12879375,1.0,0.91469324
syllables_clusters:cluster_2,0.46537292,0.15744704,0.27674696,-0.08663877,0.2890381,0.06515879,0.10964146,0.91469324,1.0
