,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.6356855,0.604763,0.6120729,0.30487835
cluster_2,0.6356855,1.0,0.55273044,0.46000823,0.16454627
cluster_3,0.604763,0.55273044,1.0,0.36505482,0.14840071
cluster_4,0.6120729,0.46000823,0.36505482,1.0,0.37518173
cluster_5,0.30487835,0.16454627,0.14840071,0.37518173,1.0
