,bigrams_clusters:cluster_1,bigrams_clusters:cluster_2,bigrams_clusters:cluster_3,bigrams_clusters:cluster_4,bigrams_clusters:cluster_5,visual_clusters:cluster_1,visual_clusters:cluster_2,visual_clusters:cluster_3,visual_clusters:cluster_4,visual_clusters:cluster_5
bigrams_clusters:cluster_1,1.0,0.62130636,0.5710767,0.26921064,0.14242397,0.9028531,0.5395808,0.5871425,0.5684014,0.17711566
bigrams_clusters:cluster_2,0.62130636,1.0,0.41272277,0.22568022,-0.010072654,0.618681,0.76891905,0.5558471,0.5910928,0.21232235
bigrams_clusters:cluster_3,0.5710767,0.41272277,1.0,0.29728466,0.20130485,0.59814405,0.269892,0.73726743,0.46406388,0.12726828
bigrams_clusters:cluster_4,0.26921064,0.22568022,0.29728466,1.0,0.7653357,0.32448846,0.09458634,0.31960896,0.5273516,0.5613423
bigrams_clusters:cluster_5,0.14242397,-0.010072654,0.20130485,0.7653357,1.0,0.20122612,-0.08372757,0.17369731,0.38570464,0.5446675
visual_clusters:cluster_1,0.9028531,0.618681,0.59814405,0.32448846,0.20122612,1.0,0.5479743,0.63215035,0.65520066,0.1439867
visual_clusters:cluster_2,0.5395808,0.76891905,0.269892,0.09458634,-0.08372757,0.5479743,1.0,0.4177679,0.4775123,0.1054951
visual_clusters:cluster_3,0.5871425,0.5558471,0.73726743,0.31960896,0.17369731,0.63215035,0.4177679,1.0,0.60021514,0.24205472
visual_clusters:cluster_4,0.5684014,0.5910928,0.46406388,0.5273516,0.38570464,0.65520066,0.4775123,0.60021514,1.0,0.32331428
visual_clusters:cluster_5,0.17711566,0.21232235,0.12726828,0.5613423,0.5446675,0.1439867,0.1054951,0.24205472,0.32331428,1.0
