,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5
cluster_1,1.0,0.25567552,0.63455003,0.5733356,0.23990583
cluster_2,0.25567552,1.0,0.30817452,0.33279258,0.19854537
cluster_3,0.63455003,0.30817452,1.0,0.66292936,0.15105695
cluster_4,0.5733356,0.33279258,0.66292936,1.0,0.622974
cluster_5,0.23990583,0.19854537,0.15105695,0.622974,1.0
